model,model_id,sample_position,video_id,question_index,condition,generation_step,module,layer,head,input_attention,generated_history_attention,video_attention,video_source_share,audio_attention,audio_source_share,transcription_attention,transcription_source_share,question_attention,question_source_share,other_text_attention,other_text_source_share,generated_token_id,generated_token
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,2,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,3,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,4,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,5,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,6,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,7,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,8,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,9,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,10,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,11,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,12,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,13,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,14,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.23.self_attn,23,15,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,2,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,3,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,4,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,5,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,6,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,7,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,8,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,9,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,10,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,11,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,12,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,13,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,14,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.29.self_attn,29,15,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,0,0.08647957444190979,0.9135204553604126,0.08624675869941711,0.9973078528196382,0.0,0.0,0.0,0.0,0.00010439354809932411,0.0012071468756989262,0.00012842340220231563,0.0014850142710702216,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,1,3.0348479285180474e-09,1.0,4.669377384747264e-11,0.015385869390257644,0.0,0.0,0.0,0.0,8.471901023592021e-13,0.00027915405394724185,2.9873070683805736e-09,0.9843350107625694,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,2,0.9984437227249146,0.0015562772750854492,0.996423065662384,0.9979761933331447,0.0,0.0,0.0,0.0,0.00013334135292097926,0.00013354919249436426,0.0018873405642807484,0.0018902823677732084,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,3,0.9995344877243042,0.0004655122756958008,0.9980571269989014,0.9985219512247482,0.0,0.0,0.0,0.0,6.892659439472482e-05,6.895869551400255e-05,0.0014084570575505495,0.0014091130169577861,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,4,0.9999353289604187,6.467103958129883e-05,0.998072624206543,0.9981371747752804,0.0,0.0,0.0,0.0,0.00042984785977751017,0.0004298756602833514,0.001432861085049808,0.0014329537556588585,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,5,0.9990687966346741,0.0009312033653259277,0.9482923746109009,0.949176250729868,0.0,0.0,0.0,0.0,0.013526535592973232,0.013539143288767362,0.03724987059831619,0.037284590134123885,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,6,0.9987921714782715,0.0012078285217285156,0.9970067739486694,0.9982124434085626,0.0,0.0,0.0,0.0,0.00019178344518877566,0.0001920153668254376,0.001593607710674405,0.001595534843165392,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,7,0.9987713098526001,0.0012286901473999023,0.9476983547210693,0.948864214833055,0.0,0.0,0.0,0.0,0.017245611175894737,0.017266826755806458,0.03382734954357147,0.03386896400594822,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,8,0.9996446371078491,0.0003553628921508789,0.9987390041351318,0.9990940450845238,0.0,0.0,0.0,0.0,0.00043432542588561773,0.00043447982389241733,0.00047130961320362985,0.00047147715869032513,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,9,0.9999712705612183,2.872943878173828e-05,0.9985905885696411,0.9986192783410645,0.0,0.0,0.0,0.0,0.00010624514106893912,0.00010624819351991052,0.0012744648847728968,0.0012745015004857322,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,10,0.9998691082000732,0.0001308917999267578,0.9980873465538025,0.99821800510521,0.0,0.0,0.0,0.0,0.0009630232234485447,0.0009631492917929457,0.0008187582716345787,0.000818865454407804,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,11,0.999929666519165,7.033348083496094e-05,0.9987236261367798,0.9987938747866302,0.0,0.0,0.0,0.0,0.0004090740403626114,0.00040910281398753856,0.0007969896541908383,0.0007970457131902316,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,12,0.9998002648353577,0.00019973516464233398,0.9993405342102051,0.9995401775321311,0.0,0.0,0.0,0.0,7.322865712922066e-05,7.324328638908653e-05,0.00038646726170554757,0.00038654446822855077,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,13,0.9995597004890442,0.00044029951095581055,0.996407151222229,0.9968460620558505,0.0,0.0,0.0,0.0,0.0012551535619422793,0.0012557064488776242,0.0018973727710545063,0.0018982085513513584,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,14,0.9895376563072205,0.010462343692779541,0.9821845889091492,0.9925691889023085,0.0,0.0,0.0,0.0,0.00071916967863217,0.0007267734320652173,0.006633896380662918,0.00670403631269521,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.35.self_attn,35,15,0.9938148856163025,0.00618511438369751,0.8901380300521851,0.8956779003165932,0.0,0.0,0.0,0.0,0.008741226978600025,0.00879562894973067,0.09493567049503326,0.09552651290402038,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,0,0.9575752019882202,0.042424798011779785,0.9047854542732239,0.944871434008119,0.0,0.0,0.0,0.0,0.0198375154286623,0.020716404714192185,0.03295223042368889,0.034412159332520245,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,1,0.9678223133087158,0.03217768669128418,0.8493040800094604,0.8775413299843496,0.0,0.0,0.0,0.0,0.038118645548820496,0.039385995781088604,0.08039957284927368,0.08307265883797395,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,2,0.9992683529853821,0.0007316470146179199,0.9736331105232239,0.974345987856444,0.0,0.0,0.0,0.0,0.0018905415199697018,0.0018919257417905617,0.023744676262140274,0.023762061703646913,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,3,0.993950366973877,0.006049633026123047,0.8568494319915771,0.8620646065057461,0.0,0.0,0.0,0.0,0.017593203112483025,0.01770028333109455,0.11950771510601044,0.12023509329732089,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,4,0.9883844256401062,0.011615574359893799,0.9756988883018494,0.987165381192605,0.0,0.0,0.0,0.0,0.002413579262793064,0.002441943843085104,0.010271947830915451,0.010392664599366832,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,5,0.9839772582054138,0.01602274179458618,0.9290066361427307,0.9441342555386504,0.0,0.0,0.0,0.0,0.0018418433610349894,0.001871835294643048,0.053128767758607864,0.0539938980454737,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,6,0.9949569702148438,0.00504302978515625,0.9804873466491699,0.9854570358328668,0.0,0.0,0.0,0.0,0.002052195370197296,0.002062597108852014,0.012417448684573174,0.012480387651228615,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,7,0.9981093406677246,0.0018906593322753906,0.9101492166519165,0.911873258337645,0.0,0.0,0.0,0.0,0.00266509922221303,0.002670147561618957,0.08529502153396606,0.08545659083493257,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,8,0.9996969103813171,0.00030308961868286133,0.9805589318275452,0.9808562191649945,0.0,0.0,0.0,0.0,0.00021781459508929402,0.0002178806324471008,0.0189201682806015,0.018925904525787452,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,9,0.9996956586837769,0.00030434131622314453,0.9929341673851013,0.9932364502736984,0.0,0.0,0.0,0.0,0.00045820666127838194,0.0004583461549504654,0.0063032847829163074,0.006305203716914568,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,10,0.9989330768585205,0.0010669231414794922,0.915546178817749,0.9165240395252408,0.0,0.0,0.0,0.0,0.013011564500629902,0.013025461667110997,0.07037532329559326,0.07045048855215809,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,11,0.9991245269775391,0.0008754730224609375,0.9884364604949951,0.9893025682045095,0.0,0.0,0.0,0.0,0.0009479151340201497,0.0009487457353165943,0.009740172885358334,0.009748707615879896,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,12,0.9634912610054016,0.03650873899459839,0.764846920967102,0.7938286022116957,0.0,0.0,0.0,0.0,0.00711447698995471,0.007384059698196706,0.19152985513210297,0.1987873298739024,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,13,0.9990129470825195,0.0009870529174804688,0.983675479888916,0.984647378957005,0.0,0.0,0.0,0.0,0.0007891563000157475,0.000789936008657716,0.014548287726938725,0.014562661844798914,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,14,0.9997067451477051,0.0002932548522949219,0.9955273866653442,0.9958194155409611,0.0,0.0,0.0,0.0,0.0008276304579339921,0.000827873235777469,0.003351770341396332,0.003352753552644194,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.41.self_attn,41,15,0.9950958490371704,0.00490415096282959,0.9517163634300232,0.9564067263981454,0.0,0.0,0.0,0.0,0.004318320192396641,0.004339602256983524,0.03906121850013733,0.03925372469187966,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,0,0.999970018863678,2.9981136322021484e-05,0.9969016313552856,0.9969315204951054,0.0,0.0,0.0,0.0,1.7265054339077324e-05,1.726557198054455e-05,0.0030511142686009407,0.0030512057472163946,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,1,0.9991632103919983,0.000836789608001709,0.9915393590927124,0.992369763798354,0.0,0.0,0.0,0.0,0.0018453572411090136,0.0018469027101038187,0.005778484512120485,0.0057833239374910856,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,2,0.9981342554092407,0.0018657445907592773,0.9776992797851562,0.9795268266635073,0.0,0.0,0.0,0.0,0.0017765725497156382,0.0017798933761543263,0.018658382818102837,0.018693259666208724,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,3,0.9997020363807678,0.00029796361923217773,0.9952392578125,0.9955358912897442,0.0,0.0,0.0,0.0,0.00015460330178029835,0.0001546493816697727,0.0043081436306238174,0.004309427683293151,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,4,0.9999109506607056,8.90493392944336e-05,0.9915785193443298,0.9916668266200406,0.0,0.0,0.0,0.0,0.0004482209333218634,0.0004482608506544458,0.007884202525019646,0.00788490467057096,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,5,0.8627766370773315,0.13722336292266846,0.7146836519241333,0.8283530420400981,0.0,0.0,0.0,0.0,0.01444205641746521,0.01673904437930527,0.13365086913108826,0.1549078444959202,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,6,0.9999831914901733,1.6808509826660156e-05,0.999096155166626,0.9991129487664433,0.0,0.0,0.0,0.0,3.8521335227414966e-05,3.852198272454013e-05,0.0008485290454700589,0.0008485433082185934,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,7,0.999282717704773,0.0007172822952270508,0.9952585101127625,0.995972903843215,0.0,0.0,0.0,0.0,0.0004987061838619411,0.0004990641537436038,0.003525475738570094,0.0035280063150373198,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,8,0.9977737665176392,0.00222623348236084,0.9677282571792603,0.9698874531014764,0.0,0.0,0.0,0.0,0.0016169582959264517,0.001620566054336994,0.028428537771105766,0.02849196754322884,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,9,0.9998396635055542,0.00016033649444580078,0.9875172972679138,0.9876756577205221,0.0,0.0,0.0,0.0,7.759033906040713e-05,7.760278161837107e-05,0.012244769372045994,0.012246732970278862,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,10,0.9998918771743774,0.0001081228256225586,0.9942121505737305,0.9943196592248579,0.0,0.0,0.0,0.0,0.0005442473338916898,0.0005443061858145039,0.005135462619364262,0.005136017940136397,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,11,0.999549388885498,0.0004506111145019531,0.9465464353561401,0.9469731519835589,0.0,0.0,0.0,0.0,0.0007623335113748908,0.0007626771821899627,0.05224061384797096,0.05226416466145758,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,12,0.9998644590377808,0.00013554096221923828,0.9972027540206909,0.9973379341639452,0.0,0.0,0.0,0.0,9.225484973285347e-05,9.226735573903177e-05,0.0025694577489048243,0.0025698060628913054,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,13,0.99397873878479,0.006021261215209961,0.9604710340499878,0.9662893144215863,0.0,0.0,0.0,0.0,0.007220872677862644,0.007264614821329757,0.026286836713552475,0.026446075441905335,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,14,0.9992798566818237,0.0007201433181762695,0.9951125383377075,0.9958296784266681,0.0,0.0,0.0,0.0,0.001248306012712419,0.0012492056197925408,0.002919025020673871,0.002921128651954109,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,5,model.language_model.layers.47.self_attn,47,15,0.9984442591667175,0.0015557408332824707,0.9746836423873901,0.9762023602607945,0.0,0.0,0.0,0.0,0.0009187951218336821,0.0009202267561741412,0.022841807454824448,0.022877398758231915,69114, hardship
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,0,0.6526445150375366,0.3473554849624634,0.49779701232910156,0.7627383680692864,0.0,0.0,0.0,0.0,0.005229946691542864,0.008013469156700207,0.14961755275726318,0.2292481577795195,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,1,0.8919578790664673,0.10804212093353271,0.7076165676116943,0.7933295777960877,0.0,0.0,0.0,0.0,0.008841291069984436,0.009912229352397028,0.1755000352859497,0.1967582095576418,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,2,0.8643589615821838,0.13564103841781616,0.5401513576507568,0.6249155520549304,0.0,0.0,0.0,0.0,0.0027837541420012712,0.003220599618595601,0.32142382860183716,0.3718638238139861,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,3,0.9801198840141296,0.01988011598587036,0.6115033030509949,0.6239066394067557,0.0,0.0,0.0,0.0,0.0003442035522311926,0.00035118515382168337,0.3682723641395569,0.3757421618988885,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,4,0.9720576405525208,0.027942359447479248,0.8728907108306885,0.8979824594913266,0.0,0.0,0.0,0.0,0.003355305176228285,0.0034517553653722823,0.0958116203546524,0.09856578083187821,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,5,1.0000001192092896,0.0,0.04308638349175453,0.04308637835545798,0.0,0.0,0.0,0.0,8.655680610192978e-14,8.655679578355565e-14,0.9569137096405029,0.956913595567513,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,6,0.944359302520752,0.05564069747924805,0.8798297643661499,0.9316684465516937,0.0,0.0,0.0,0.0,0.011985419318079948,0.012691588133973588,0.052544109523296356,0.05563995545238113,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,7,0.6012675166130066,0.3987324833869934,0.4019099473953247,0.6684378189251253,0.0,0.0,0.0,0.0,0.046506449580192566,0.07734735087996693,0.15285108983516693,0.2542147806290796,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,8,0.8623645305633545,0.1376354694366455,0.29464972019195557,0.3416765297611099,0.0,0.0,0.0,0.0,0.010849585756659508,0.012581205942656094,0.5568652153015137,0.6457422534965949,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,9,0.6354861855506897,0.3645138144493103,0.2320917844772339,0.3652192443429929,0.0,0.0,0.0,0.0,0.05866755545139313,0.09231916725389383,0.3447268605232239,0.5424616118515556,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,10,0.6015154123306274,0.39848458766937256,0.25578880310058594,0.42524064696781155,0.0,0.0,0.0,0.0,0.00606219656765461,0.010078206548633667,0.33966439962387085,0.5646811248074418,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,11,0.48435428738594055,0.5156457424163818,0.03301619738340378,0.06816538687329919,0.0,0.0,0.0,0.0,0.015909593552350998,0.03284701708374474,0.4354285001754761,0.8989876037342068,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,12,0.9991130828857422,0.0008869171142578125,0.7447863817214966,0.7454475318953158,0.0,0.0,0.0,0.0,3.9313152910835925e-07,3.934805137100957e-07,0.2543262839317322,0.25455205050179164,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,13,0.9999152421951294,8.475780487060547e-05,0.17759953439235687,0.17761458861500087,0.0,0.0,0.0,0.0,1.2959176842741726e-07,1.296027532722898e-07,0.8223155736923218,0.8223852772631806,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,14,0.9898369312286377,0.010163068771362305,0.38379329442977905,0.3877338603171682,0.0,0.0,0.0,0.0,0.00014075686340220273,0.0001422020728479871,0.6059028506278992,0.6121239080015136,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.5.self_attn,5,15,0.9999999403953552,5.960464477539063e-08,9.398360271006823e-05,9.398360831192782e-05,0.0,0.0,0.0,0.0,3.639671897204266e-11,3.63967211414563e-11,0.9999059438705444,0.9999060034695866,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.11.self_attn,11,0,0.9998780488967896,0.00012195110321044922,0.9836677312850952,0.9837877052810792,0.0,0.0,0.0,0.0,0.0010806897189468145,0.0010808215263243234,0.015129655599594116,0.015131500902822446,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.11.self_attn,11,1,0.9700306057929993,0.029969394207000732,0.9543041586875916,0.9837876794696067,0.0,0.0,0.0,0.0,0.0010484298691153526,0.001080821432699293,0.014678018167614937,0.015131500057790103,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.11.self_attn,11,2,0.9754846692085266,0.02451533079147339,0.9596697688102722,0.9837876484403532,0.0,0.0,0.0,0.0,0.0010543246753513813,0.0010808213687323479,0.014760546386241913,0.015131500116980919,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.11.self_attn,11,3,0.9997589588165283,0.0002410411834716797,0.9835505485534668,0.983787681900597,0.0,0.0,0.0,0.0,0.001080560963600874,0.001080821486091003,0.01512785255908966,0.015131499873726926,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.11.self_attn,11,4,1.7682913266980904e-06,0.9999982118606567,1.7396232578903437e-06,0.9837877003778115,0.0,0.0,0.0,0.0,1.911207192506481e-09,0.0010808214481689822,2.6756900695090735e-08,0.015131500274365751,94237, सेकेंड
gemma-12B,google/gemma-3-12b-it,1,91,3,audio_video,6,model.language_model.layers.11.self_attn,11,5,0.7970584034919739,0.20294159650802612,0.7841362357139587,0.9837876776389257,0.0,0.0,0.0,0.0,0.000861477805301547,0.0010808214323158088,0.012060688808560371,0.015131499468196521,94237, सेकेंड
