model,video_id,dim,question,score_entita,score_eventi,score_inferenza,score_comprensione,livello,proficiency_pass,vsv_item_accuracy,vsv_correct_items,vsv_pool_correct
gemma,video075,causale,Perché i bambini non sono a scuola?,80,70,60,65,sufficiente,1,0.75,3,0
gemma,video076,spaziale,Dove vengono messi gli UFO?,50,50,40,45,parziale,0,1.0,4,1
gemma,video076,temporale,Il babbo passa gli UFO ai bambini prima o dopo che l'acqua si colori?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video076,causale,Perché le due ciotole d'acqua si colorano in maniera diversa?,50,30,20,30,parziale,0,1.0,4,1
gemma,video077,spaziale,Dove si è addormentato Cristian?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video077,temporale,La donna chiama Cristian a mangiare prima o dopo averlo trovato addormentato?,0,0,0,0,insufficiente,0,0.25,1,0
gemma,video077,causale,Perché il bambino non risponde alla donna?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video078,spaziale,Dove legge 'l'imperfetto del verbo mangiare' la bambina?,40,20,10,25,insufficiente,0,0.75,3,0
gemma,video078,temporale,La donna si arrabbia prima o dopo aver abbassato il quaderno della bambina?,0,0,0,0,insufficiente,0,0.0,0,0
gemma,video078,causale,Perché la donna si arrabbia?,0,0,0,0,insufficiente,0,0.25,1,0
gemma,video079,spaziale,Dove si trovano i ragazzi?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video079,temporale,I due ragazzi parlano prima o dopo le 11:30 di mattina?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video079,causale,Perché la ragazza crede che l'amico si sia 'impressionato'?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video080,spaziale,Dov'è il libro preferito di 'Ele'?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video080,temporale,La ragazza con la felpa rosa dice a un'altra di sorridere prima o dopo aver finito di girare il video?,0,0,0,0,insufficiente,0,0.25,1,0
gemma,video080,causale,Perché le ragazze mandano un video a 'Ele'?,50,40,30,35,parziale,0,0.5,2,0
gemma,video081,spaziale,Dov'è il biscotto quando la ragazza con la felpa nera corregge l'esercizio?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video081,temporale,La ragazza con la felpa nera prende il quaderno dell'altra prima o dopo aver confrontato con lei il risultato?,0,0,0,0,insufficiente,0,0.25,1,0
gemma,video081,causale,Perché la ragazza con la canottiera verde è sorpresa di sentire che il risultato è '-4'?,40,20,10,25,insufficiente,0,0.5,2,0
gemma,video082,spaziale,Dove indica l'uomo senza un braccio quando chiede aiuto?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video082,temporale,Il signore con la maglietta nera chiede all'uomo con la camicia a quadri informazioni sul suo braccio prima o dopo avergli allacciato la scarpa?,50,0,0,10,insufficiente,0,0.75,3,0
gemma,video082,causale,Perché l'uomo con la camicia a quadri si fa allacciare la scarpa dal signore sulla panchina?,50,50,30,40,parziale,0,0.5,2,0
gemma,video083,spaziale,Dove porta la mamma il piatto?,0,0,0,0,insufficiente,0,0.0,0,0
gemma,video083,temporale,Vanessa piange prima o dopo che la mamma le dia la panna?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video083,causale,Perché Vanessa è sorpresa?,50,60,40,45,parziale,0,1.0,4,1
gemma,video084,spaziale,Dove mette la bambina con la maglia grigia ciò che le dà la bambina con la maglia rosa?,40,20,10,25,insufficiente,0,0.75,3,0
gemma,video084,temporale,La bambina con la maglia grigia urla prima o dopo che quella con la maglia rosa inizi a correre?,0,50,0,20,insufficiente,0,0.5,2,0
gemma,video084,causale,Cosa ha causato il dolore della bambina con la maglia grigia?,30,20,10,20,insufficiente,0,1.0,4,1
gemma,video085,spaziale,Dove stanno giocando le bambine?,100,100,100,100,completa,1,1.0,4,1
gemma,video085,temporale,La bambina con i braccioli cade in acqua prima o dopo che la donna l'aiuti?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video085,causale,Perché la bambina con i braccioli non riesce a salire sul gonfiabile?,50,30,20,30,parziale,0,0.5,2,0
gemma,video086,spaziale,Dove è inciampata la bambina?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video086,temporale,La bambina con i braccioli cade prima o dopo che la sorella esca dalla piscina?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video086,causale,Perché la bambina in piscina deve aiutare la sorella?,50,30,20,25,insufficiente,0,1.0,4,1
gemma,video087,spaziale,Dove mette il dito la bambina davanti allo specchio?,100,100,100,100,completa,1,0.75,3,0
gemma,video087,temporale,La donna prova a togliere il dente alla bambina prima o dopo aver detto che ne sono già caduti altri?,0,0,0,0,insufficiente,0,0.0,0,0
gemma,video087,causale,Perché la bambina sta soffrendo?,50,50,30,40,parziale,0,1.0,4,1
gemma,video088,spaziale,Dove va tenuto il foglio per fargli produrre il rumore?,40,30,20,30,parziale,0,0.75,3,0
gemma,video088,temporale,Il foglio di carta fa rumore prima o dopo essere stato piegato?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video088,causale,Perché si sente un botto?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video089,spaziale,Dove si trova la spigola?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video089,temporale,Il 'Collega Bonanno' mostra una spigola prima o dopo aver iniziato a urlare?,50,50,30,40,parziale,0,0.5,2,0
gemma,video089,causale,Perché il 'Collega Bonanno' viene espulso dall'aula?,50,50,30,40,parziale,0,0.75,3,0
gemma,video090,spaziale,Dove guarda l'uomo quando i musicisti gli chiedono il giorno?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video090,temporale,Il perito industriale Gudo Colsi arriva prima o dopo l'appuntamento stabilito?,20,10,0,15,insufficiente,0,0.25,1,0
gemma,video090,causale,Perché l'uomo in costume si è congelato?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video091,spaziale,Dove salgono i passeggeri?,80,70,60,70,sufficiente,1,1.0,4,1
gemma,video091,temporale,La donna urla agli uomini prima o dopo che inizino a correre?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video091,causale,Cosa causa l'ira della donna?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video092,spaziale,Dove va l'uomo con i pantaloncini blu dopo che si è alzato?,0,0,0,0,insufficiente,0,0.25,1,0
gemma,video092,temporale,La donna con la scopa si arrabbia prima o dopo essere caduta nel buco?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video092,causale,Perché l'hostess si arrabbia?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video093,spaziale,Dove indica la bambina con la maglietta gialla?,50,0,0,10,insufficiente,0,0.5,2,0
gemma,video093,temporale,La bambina con la maglia gialla chiede alla mamma di comprare le patatine prima o dopo che la bambina con la coroncina salga sulla Ferrari?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video093,causale,Perché la donna dice alla bambina di andare piano?,50,30,20,25,insufficiente,0,0.5,2,0
gemma,video094,spaziale,Dove inciampa la donna col vestito verde?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video094,temporale,La folla ride prima o dopo che la donna urti l'uomo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video094,causale,Perché la folla ride?,50,30,20,25,insufficiente,0,0.75,3,0
gemma,video095,spaziale,Dov'era il professore prima di andare dal preside?,50,40,30,35,parziale,0,0.5,2,0
gemma,video095,temporale,Il professore va nell'ufficio del preside prima o dopo aver parlato con il bidello?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video095,causale,Perché il professore esce dalla classe?,40,30,20,30,insufficiente,0,1.0,4,1
gemma,video096,spaziale,Dove si trova la cagnolina?,50,50,50,50,parziale,0,1.0,4,1
gemma,video096,temporale,L'animale mangia il biscotto prima o dopo il comando?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video096,causale,Perché l'uomo dà un biscotto alla cagnolina?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video097,spaziale,Dove si sono appese le ragazze?,80,70,75,75,sufficiente,1,1.0,4,1
gemma,video097,temporale,Le ragazze si sono appese prima o dopo aver alzato le ginocchia?,50,30,20,30,insufficiente,0,0.5,2,0
gemma,video097,causale,Perché le ragazze si sono appese alle sbarre?,80,70,50,60,sufficiente,1,1.0,4,1
gemma,video098,spaziale,Dove si trova il jack di picche?,100,100,100,100,completa,1,0.0,0,0
gemma,video098,temporale,Dopo quante carte viene estratta la carta corretta?,50,40,30,35,parziale,0,0.5,2,0
gemma,video098,causale,Perché la donna è sorpresa di trovare il jack di picche?,50,40,20,30,parziale,0,1.0,4,1
gemma,video099,spaziale,Dove si trova la leccia?,0,0,0,0,insufficiente,0,1.0,4,1
gemma,video099,temporale,Il pescatore capisce che la leccia è grossa prima o dopo averla pescata?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video099,causale,Perché la leccia non entra nel guadino?,0,0,0,0,insufficiente,0,0.75,3,0
gemma,video100,spaziale,Dove si trova il cartello con le istruzioni per entrare?,0,0,0,0,insufficiente,0,0.5,2,0
gemma,video100,temporale,Cosa mostra prima la bambina: il disegno che ritrae lei o quello che ritrae Vanessa?,0,0,0,0,insufficiente,0,0.25,1,0
gemma,video100,causale,Perché la mamma dice alla bambina che da grande farà l'artistico?,50,60,30,40,parziale,0,1.0,4,1
gemma-4-12B,video001,spaziale,Dove cerca il rimedio al singhiozzo l'uomo con il camice?,50,30,20,30,parziale,0,0.0,0,0
gemma-4-12B,video001,temporale,L'uomo con gli occhiali urla prima o dopo che l'uomo dietro il bancone esca?,50,50,30,40,parziale,0,0.5,2,0
gemma-4-12B,video001,causale,Perché il signore con gli occhiali balbetta?,50,40,30,35,parziale,0,0.75,3,0
gemma-4-12B,video002,spaziale,Dove si trova la moglie dell'uomo con gli occhiali?,100,100,100,100,completa,1,0.25,1,0
gemma-4-12B,video002,temporale,La donna bionda sbuffa prima o dopo che il telefono squilli?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video002,causale,Perché l'uomo con gli occhiali fa degli strani versi al telefono e lo allontana dall'orecchio?,50,30,20,25,insufficiente,0,0.25,1,0
gemma-4-12B,video003,spaziale,"Quando l'uomo con la maglietta gialla dice: 'Ma chi c'ha messo qui?', dov'è il 'qui'?",0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video003,temporale,La finestra del balcone viene chiusa prima o dopo che l'uomo urli 'barbone'?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video003,causale,Perché l'uomo con la maglietta gialla si preoccupa di cosa dirà allo zio?,50,30,20,25,insufficiente,0,0.5,2,0
gemma-4-12B,video004,spaziale,Dove si trova il cane quando viene dato il comando 'dietro'?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video004,temporale,"Cosa viene ordinato prima al cane, 'due' o 'spin'?",0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video004,causale,Perché il padrone dice al cane 'incrocia bene'?,50,30,20,25,insufficiente,0,0.75,3,0
gemma-4-12B,video005,spaziale,Dove viene inserito il beccuccio della lozione?,80,70,60,65,sufficiente,1,1.0,4,1
gemma-4-12B,video005,temporale,Il massaggio viene fatto prima o dopo l'applicazione del detergente auricolare?,50,70,40,45,parziale,0,1.0,4,1
gemma-4-12B,video005,causale,Perché il massaggio all'orecchio del cane produce un suono?,80,70,60,65,sufficiente,1,1.0,4,1
gemma-4-12B,video006,spaziale,Dove parla il ragazzo che dice 'pizza'?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video006,temporale,"Chi saluta per primo, l'uomo con la maglia bianca o quello con la maglia verde?",0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video006,causale,Perché l'uomo decide di non pagare il ragazzo?,50,40,30,35,parziale,0,0.5,2,0
gemma-4-12B,video007,spaziale,Dove si trova Anastasia quando inizia a piangere?,50,20,10,25,insufficiente,0,1.0,4,1
gemma-4-12B,video007,temporale,La bambina ride prima o dopo essere caduta?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video007,causale,Perché Anastasia piange?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video008,spaziale,Dove mette 'spesa proletaria' l'uomo con la fascia rossa?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video008,temporale,La donna con il grembiule rosso arriva prima o dopo che l'uomo con il gilet nero spieghi il piano di fuga all'uomo col completo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video008,causale,Perché l'uomo con il completo grigio è preoccupato di finire 'elemosinaro'?,50,40,30,35,parziale,0,0.25,1,0
gemma-4-12B,video009,spaziale,Dove mette i 100 dollari l'uomo col cappello peloso?,50,0,0,10,insufficiente,0,1.0,4,1
gemma-4-12B,video009,temporale,L'uomo con il cappello peloso viene scambiato per omosessuale prima o dopo aver chiesto il cambio di camera?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video009,causale,Perché l'uomo con il cappello peloso urla 'a me non piacciono gli uomini'?,50,50,30,40,parziale,0,0.5,2,0
gemma-4-12B,video010,spaziale,Da dove scende l'acqua?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video010,temporale,I familiari dei pazienti denunciano i danni all'ospedale prima o dopo che piova?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video010,causale,Perché i pazienti e i familiari sono arrabbiati?,0,50,30,30,parziale,0,1.0,4,1
gemma-4-12B,video011,spaziale,Dove si trova il cellulare?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video011,temporale,La figlia si arrabbia prima o dopo aver chiamato il padre?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video011,causale,Perché la figlia dice al padre 'scandaloso'?,50,40,30,35,parziale,0,0.5,2,0
gemma-4-12B,video012,spaziale,Dove viene applicato l'ombretto dorato?,0,50,20,30,parziale,0,1.0,4,1
gemma-4-12B,video012,temporale,La base viene stesa prima o dopo l'ombretto sulla palpebra?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video012,causale,Perché la donna decide di non partire dal fondotinta?,50,40,30,35,parziale,0,0.75,3,0
gemma-4-12B,video013,spaziale,Dove vengono aggiunti i due cucchiai in più di farina?,50,60,40,50,parziale,0,0.75,3,0
gemma-4-12B,video013,temporale,La donna parla dello zucchero di canna prima o dopo aver rotto le uova?,0,50,0,20,insufficiente,0,1.0,4,1
gemma-4-12B,video013,causale,Perché la farina viene messa dopo lo zucchero?,80,70,50,60,sufficiente,1,1.0,4,1
gemma-4-12B,video014,spaziale,Dove va messa la piantina?,100,100,100,100,completa,1,0.75,3,0
gemma-4-12B,video014,temporale,L'uomo trova l'animale trasparente prima o dopo aver piantato la lattuga?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video014,causale,Perché la tecnica di trapiantare solo due dita va bene sulla piantina mostrata?,50,40,30,35,parziale,0,1.0,4,1
gemma-4-12B,video015,spaziale,Dove fanno esercizi le ginnaste dell'Eterea?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video015,temporale,Quando si è qualificata alla fase nazionale la squadra di ginnaste?,20,0,0,10,insufficiente,0,0.75,3,0
gemma-4-12B,video015,causale,Perché Alice Caldora è stata premiata nel 2016?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video016,spaziale,Dove viene messo il pepe macinato al momento?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video016,temporale,Il pepe viene macinato prima o dopo che si mette a fare il brodo vegetale?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video016,causale,Perché l'uomo taglia una quantità superiore di sedano?,50,60,30,40,parziale,0,0.75,3,0
gemma-4-12B,video017,spaziale,Dove si trovano le biglie?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video017,temporale,La donna guarda la foto prima o dopo aver chiuso il manuale?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video017,causale,Perché il padre ironizza sul futuro da architetto del figlio?,50,30,20,25,insufficiente,0,0.75,3,0
gemma-4-12B,video018,spaziale,Dove si siede l'uomo per lavorare?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video018,temporale,L'uomo dà i suoi omaggi alla donna prima o dopo essersi seduto?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video018,causale,Perché la donna crede che l'uomo voglia stare solo?,80,60,40,50,parziale,0,0.5,2,0
gemma-4-12B,video019,spaziale,Dove appoggia il libro il padre?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video019,temporale,Si mangerà prima o dopo che il papà avrà lavorato?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video019,causale,Perché l'uomo dice alla bambina di guardare le figure?,70,60,40,50,parziale,0,1.0,4,1
gemma-4-12B,video020,spaziale,Da dove è caduto 'Caruso' secondo il professore?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video020,temporale,La classe fa casino prima o dopo il botto?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video020,causale,Perché accorre il collaboratore scolastico preoccupato?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video021,spaziale,Dove è rivolto lo sguardo di Italo quando la donna lo rimprovera di guardarla?,50,40,30,35,parziale,0,1.0,4,1
gemma-4-12B,video021,temporale,Cosa deve fare Italo prima di 'rimettere piede' in casa?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video021,causale,Perché la donna si arrabbia con Italo?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video022,spaziale,Dove si sono incontrati Scott e Luis per la prima volta?,50,30,20,30,parziale,0,1.0,4,1
gemma-4-12B,video022,temporale,La moglie di Scott lo ha lasciato prima o dopo che Scott incontrasse Luis per la prima volta?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video022,causale,Perché Scott è triste mentre guarda i fogli in prigione?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video023,spaziale,Da dove cade la bambina?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video023,temporale,La donna dice ad 'Ani' di salire prima o dopo essere scesa nell'acqua?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video023,causale,Perché la donna ringrazia Anastasia?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video024,spaziale,Le bambine e la nonna stanno giocando dentro casa o fuori in giardino?,80,90,85,85,sufficiente,1,1.0,4,1
gemma-4-12B,video024,temporale,Alla nonna gira la testa prima o dopo essersi coperta gli occhi?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video024,causale,Perché la nonna porta la mascherina sugli occhi?,50,30,20,30,parziale,0,0.75,3,0
gemma-4-12B,video025,spaziale,Dove si trova lo scivolo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video025,temporale,La bambina con il costume azzurro va sullo scivolo prima o dopo che Aria saluti la donna?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video025,causale,Perché la mamma fa i complimenti alla bambina?,50,30,20,30,parziale,0,0.75,3,0
gemma-4-12B,video026,spaziale,Dove deve rilasciare liberi i pesi l'uomo sull'attrezzo?,80,50,40,45,parziale,0,0.75,3,0
gemma-4-12B,video026,temporale,Dopo quale ripetizione il pelato dà assistenza?,80,60,50,55,parziale,0,0.25,1,0
gemma-4-12B,video026,causale,Perché l'uomo in piedi dice che 'ora è bello per lo spotter'?,50,30,20,30,insufficiente,0,0.75,3,0
gemma-4-12B,video027,spaziale,Dove indica di dormire l'uomo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video027,temporale,La ragazza ride prima o dopo aver aperto la porta?,0,50,0,20,insufficiente,0,1.0,4,1
gemma-4-12B,video027,causale,Perché la ragazza trova la situazione divertente?,80,70,60,65,sufficiente,1,0.75,3,0
gemma-4-12B,video028,spaziale,Dove vengono messe le banane?,100,50,50,50,parziale,0,1.0,4,1
gemma-4-12B,video028,temporale,I due uomini con gli occhiali si accordano su cosa prendere prima o dopo aver salutato l'uomo con il grembiule giallo?,80,50,40,45,parziale,0,0.5,2,0
gemma-4-12B,video028,causale,Perché l'uomo con gli occhiali chiede le banane all'uomo con il grembiule giallo?,80,60,40,50,parziale,0,1.0,4,1
gemma-4-12B,video029,spaziale,Dove si trova il tabaccaio?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video029,temporale,Il tabaccaio si arrabbia prima o dopo che il signore con la maglia a righe dia indicazioni?,50,30,20,30,parziale,0,0.75,3,0
gemma-4-12B,video029,causale,Perché il signore con la camicia bianca urla al tabaccaio?,80,70,50,60,sufficiente,1,0.5,2,0
gemma-4-12B,video030,spaziale,Dove vuole mettere i gonfiabili la donna fuori campo?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video030,temporale,La bambina con la maglia rosa ha cenato prima di mettere il piede in piscina o ha messo il piede in piscina prima di cenare?,50,50,30,40,parziale,0,0.75,3,0
gemma-4-12B,video030,causale,Perché la bambina con la maglietta bianca urla?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video031,spaziale,Dove mette la donna fuori campo l'avocado per farlo assaggiare alla bambina?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video031,temporale,La bambina acconsente a mangiare il frutto prima o dopo che la donna dica 'dai prova amore'?,0,50,0,20,insufficiente,0,0.75,3,0
gemma-4-12B,video031,causale,Perché la bambina urla?,50,60,40,45,parziale,0,1.0,4,1
gemma-4-12B,video032,spaziale,Dove si trova l'oggetto che vuole la bambina con la maglietta rossa e bianca?,80,20,20,30,parziale,0,1.0,4,1
gemma-4-12B,video032,temporale,La bambina con la maglietta rossa e bianca prende la forchetta in mano prima o dopo che la bambina con la maglia rosa dica 'no'?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video032,causale,Perché la bambina con la maglietta rosa dice di 'no'?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video033,spaziale,Dove si tuffano i due uomini in costume?,50,70,40,45,parziale,0,1.0,4,1
gemma-4-12B,video033,temporale,Chi si trova in vantaggio per primo tra 'Bobo' e 'Massi'?,50,20,10,25,insufficiente,0,0.5,2,0
gemma-4-12B,video033,causale,Perché la donna in sottofondo è preoccupata?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video034,spaziale,"Dove si trova la palla all'inizio, nelle mani di Anastasia o nelle mani di Vanessa?",80,80,70,75,sufficiente,1,1.0,4,1
gemma-4-12B,video034,temporale,Anastasia fa le flessioni prima o dopo che Vanessa venga rimproverata?,0,50,0,20,insufficiente,0,0.75,3,0
gemma-4-12B,video034,causale,Perché la donna rimprovera Vanessa?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video035,spaziale,Dove si trova il cliente che non saluta?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video035,temporale,Il cliente che risponde al saluto si presenta prima o dopo il cliente che non saluta?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video035,causale,Perché il contatore in rosso apparso a video aumenta?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video036,spaziale,Dove si trova il finto cieco?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video036,temporale,Il ragazzo si abbassa gli occhiali da sole prima o dopo aver detto che si fingerà cieco?,0,50,0,20,insufficiente,0,0.5,2,0
gemma-4-12B,video036,causale,Perché il ragazzo che finge di essere cieco non attraversa la strada?,50,60,30,40,parziale,0,1.0,4,1
gemma-4-12B,video037,spaziale,Dove si trovano i rifiuti?,100,100,100,100,completa,1,1.0,4,1
gemma-4-12B,video037,temporale,Le trombette vengono suonate prima o dopo che la donna vestita di nero si pieghi?,0,50,0,20,insufficiente,0,1.0,4,1
gemma-4-12B,video037,causale,Perché il ragazzo con il cappellino a punta suona la trombetta?,50,60,40,45,parziale,0,0.75,3,0
gemma-4-12B,video038,spaziale,Dove si trovano le 'ragazze'?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video038,temporale,L'osso viene fatto annusare prima a 'Nandina' o a 'Giulietta'?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video038,causale,Perché l'uomo con la tuta blu definisce la situazione inquietante?,50,30,20,25,insufficiente,0,1.0,4,1
gemma-4-12B,video039,spaziale,Dove guarda l'uomo con la camicia azzurra quando fa un verso di sorpresa?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video039,temporale,L'uomo con la maglia grigia intima all'uomo in camicia che pagherà lui prima o dopo che si sono seduti?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video039,causale,Perché l'uomo con la maglietta grigia vuole pagare il conto?,50,30,20,30,insufficiente,0,1.0,4,1
gemma-4-12B,video040,spaziale,"Dove sente bruciore Vanessa, secondo la voce fuori campo?",0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video040,temporale,Quando dice la voce fuori campo che disinfetterà il piedino di Vanessa?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video040,causale,Perché la voce fuori campo chiede ad Anastasia 'come va?'?,40,30,20,25,insufficiente,0,0.75,3,0
gemma-4-12B,video041,spaziale,Dove sono andate le circa 60 persone secondo la tradizione?,80,90,85,85,sufficiente,1,1.0,4,1
gemma-4-12B,video041,temporale,Quando si è aperto il 'Capodanno pesarese' secondo la voce narrante?,0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video041,causale,Perché le persone portano il cappello di babbo natale al mare?,100,100,90,90,completa,1,1.0,4,1
gemma-4-12B,video042,spaziale,Dove hanno lavato le mani il bambino con la maglietta blu e la bambina con il vestito rosa?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video042,temporale,Sami si mette la crema solare prima o dopo essere andata a riva?,80,60,50,55,parziale,0,1.0,4,1
gemma-4-12B,video042,causale,Perché la bambina con la maglietta gialla torna correndo sull'asciugamano?,70,50,30,40,parziale,0,1.0,4,1
gemma-4-12B,video043,spaziale,Dove si allena la ragazza?,50,70,30,40,parziale,0,1.0,4,1
gemma-4-12B,video043,temporale,La ragazza con gli occhiali tira un calcio posteriore prima o dopo che l'uomo con la felpa rossa e blu le parli?,50,30,20,30,parziale,0,0.5,2,0
gemma-4-12B,video043,causale,Perché Sara Luconi porta gli occhiali?,50,30,10,25,insufficiente,0,0.5,2,0
gemma-4-12B,video044,spaziale,"In questa scena tratta da un film, da dove viene afferrata la ragazza?",80,70,60,65,sufficiente,1,1.0,4,1
gemma-4-12B,video044,temporale,"In questa scena tratta da un film, la donna colpisce il malvivente prima o dopo aver detto: 'Io i soldi me li fatico'?",0,0,0,0,insufficiente,0,0.5,2,0
gemma-4-12B,video044,causale,Perché in questo spezzone di film la donna alla fine scappa?,70,80,60,65,sufficiente,1,1.0,4,1
gemma-4-12B,video045,spaziale,Dove sono stati postati i video dei fatti raccontati al telegiornale?,0,0,0,0,insufficiente,0,1.0,4,1
gemma-4-12B,video045,temporale,I fatti si sono svolti prima o dopo mezzogiorno?,0,0,0,0,insufficiente,0,0.0,0,0
gemma-4-12B,video045,causale,Perché le forze dell'ordine reclamano i rinforzi per aiutarli a sedare la folla?,80,70,60,65,sufficiente,1,0.5,2,0
gemma-4-12B,video046,spaziale,Dove possiamo vedere che la prima risposta al comando vocale è giusta?,0,0,0,0,insufficiente,0,0.75,3,0
gemma-4-12B,video046,temporale,Il ragazzo chiede prima 'Chi ti ha programmato?' o l'orario?,0,0,0,0,insufficiente,0,0.25,1,0
gemma-4-12B,video046,causale,Perché l'uomo dice che le 23:47 sono l'orario giusto?,50,30,20,30,insufficiente,0,0.75,3,0
gemma-4-12B,video047,spaziale,Dove si trovava il telefono prima che la donna rispondesse?,100,50,40,45,parziale,0,1.0,4,1
