id,video_id,video_name,pool_id,pool_item,question_category,question,annotator,human_answer,caption,foil
video018_spaziale_01,video018,video018.mp4,video018_spaziale,1,spaziale,Dove si siede l'uomo per lavorare?,Memmo,Alla sua scrivania,L'uomo si siede alla sua scrivania per lavorare.,L'uomo si siede su una panchina per lavorare.
video018_spaziale_02,video018,video018.mp4,video018_spaziale,2,spaziale,Dove si siede l'uomo per lavorare?,barbara,alla sua scrivania,L'uomo si siede alla sua scrivania per lavorare.,L'uomo si siede sul divano per lavorare.
video018_spaziale_03,video018,video018.mp4,video018_spaziale,3,spaziale,Dove si siede l'uomo per lavorare?,eli,alla scrivania posta davanti alla finestra,L'uomo si siede alla scrivania posta davanti alla finestra per lavorare.,L'uomo si siede alla scrivania posta accanto alla porta per lavorare.
video018_spaziale_04,video018,video018.mp4,video018_spaziale,4,spaziale,Dove si siede l'uomo per lavorare?,michela,alla scrivania davanti la finestra,L'uomo si siede alla scrivania davanti la finestra per lavorare.,L'uomo si siede alla scrivania in giardino per lavorare.
video018_temporale_01,video018,video018.mp4,video018_temporale,1,temporale,L'uomo dà i suoi omaggi alla donna prima o dopo essersi seduto?,Memmo,Dopo,L'uomo dà i suoi omaggi alla donna dopo essersi seduto.,L'uomo dà i suoi omaggi alla donna prima di sedersi.
video018_temporale_02,video018,video018.mp4,video018_temporale,2,temporale,L'uomo dà i suoi omaggi alla donna prima o dopo essersi seduto?,barbara,dopo,L'uomo dà i suoi omaggi alla donna dopo essersi seduto.,L'uomo dà i suoi omaggi alla donna prima di sedersi.
video018_temporale_03,video018,video018.mp4,video018_temporale,3,temporale,L'uomo dà i suoi omaggi alla donna prima o dopo essersi seduto?,eli,"dopo essersi seduto, nel momento in cui saluta la donna","L'uomo dà i suoi omaggi alla donna dopo essersi seduto, nel momento in cui la saluta.","L'uomo dà i suoi omaggi alla donna prima di sedersi, nel momento in cui la saluta."
video018_temporale_04,video018,video018.mp4,video018_temporale,4,temporale,L'uomo dà i suoi omaggi alla donna prima o dopo essersi seduto?,michela,l'uomo si siede e poi saluta la donna,L'uomo si siede e poi saluta la donna nel video.,L'uomo si siede e saluta la donna nel video il giorno seguente.
video019_causale_01,video019,video019.mp4,video019_causale,1,causale,Perché l'uomo dice alla bambina di guardare le figure?,Memmo,Perchè la bambina non sa leggere,L'uomo dice alla bambina di guardare le figure perché la bambina non sa leggere.,L'uomo dice alla bambina di guardare le figure perché le storie scritte sono noiose.
video019_causale_02,video019,video019.mp4,video019_causale,2,causale,Perché l'uomo dice alla bambina di guardare le figure?,barbara,perchè non sa leggere,L'uomo dice alla bambina di guardare le figure perché non sa leggere.,L'uomo dice alla bambina di guardare le figure perché le figure sono belle.
video019_causale_03,video019,video019.mp4,video019_causale,3,causale,Perché l'uomo dice alla bambina di guardare le figure?,eli,"perché, quando riceve il libro, la bambina fa notare di non saper leggere",L'uomo dice alla bambina di guardare le figure perché la bambina fa notare di non saper leggere quando riceve il libro.,L'uomo dice alla bambina di guardare le figure perché le figure sono più colorate del testo.
video019_causale_04,video019,video019.mp4,video019_causale,4,causale,Perché l'uomo dice alla bambina di guardare le figure?,michela,"perché quando le porge il libro lei ribatte con ""ma io non so leggere""","L'uomo dice alla bambina di guardare le figure perché quando le porge il libro lei ribatte con ""ma io non so leggere"".",L'uomo dice alla bambina di guardare le figure perché lei trova le parole noiose.
video019_spaziale_01,video019,video019.mp4,video019_spaziale,1,spaziale,Dove appoggia il libro il padre?,Memmo,In mano alla bambina,Il padre appoggia il libro in mano alla bambina.,Il padre appoggia il libro sul tavolo accanto alla bambina.
video019_spaziale_02,video019,video019.mp4,video019_spaziale,2,spaziale,Dove appoggia il libro il padre?,barbara,sulle gambe della bambina,Il padre appoggia il libro sulle gambe della bambina.,Il padre appoggia il libro sul tavolo accanto alla bambina.
video019_spaziale_03,video019,video019.mp4,video019_spaziale,3,spaziale,Dove appoggia il libro il padre?,eli,"sulla bambina: il padre le porge il libro, mettendoglielo in mano e appoggiandolo sulle gambe","Il padre porge il libro alla bambina, appoggiandoglielo sulle gambe.","Il padre porge il libro alla bambina, appoggiandoglielo sulla testa."
video019_spaziale_04,video019,video019.mp4,video019_spaziale,4,spaziale,Dove appoggia il libro il padre?,michela,il padre mette il libro in mano alla bambina,Il padre mette il libro in mano alla bambina.,Il padre mette il libro sulla scrivania.
video019_temporale_01,video019,video019.mp4,video019_temporale,1,temporale,Si mangerà prima o dopo che il papà avrà lavorato?,Memmo,Dopo,Si mangerà dopo che il papà avrà lavorato.,Si mangerà prima che il papà abbia lavorato.
video019_temporale_02,video019,video019.mp4,video019_temporale,2,temporale,Si mangerà prima o dopo che il papà avrà lavorato?,barbara,dopo,Si mangerà dopo che il papà avrà lavorato.,Si mangerà prima che il papà avrà lavorato.
video019_temporale_03,video019,video019.mp4,video019_temporale,3,temporale,Si mangerà prima o dopo che il papà avrà lavorato?,eli,"successivamente, mentre il padre spiega che deve prima finire di lavorare e che mangeranno più tardi","Si mangerà successivamente, dato che il padre spiega che deve prima finire di lavorare.","Si mangerà immediatamente, dato che il padre spiega che ha già finito di lavorare."
video019_temporale_04,video019,video019.mp4,video019_temporale,4,temporale,Si mangerà prima o dopo che il papà avrà lavorato?,michela,il padre deve finire di lavorare e poi dice alla bambina che mangeranno dopo,Si mangerà dopo che il padre avrà finito di lavorare.,Si mangerà prima che il padre inizi a lavorare.
video020_causale_01,video020,video020.mp4,video020_causale,1,causale,Perché accorre il collaboratore scolastico preoccupato?,Memmo,Perchè ha sentito la botta e non sa cosa può essere successo,Il collaboratore scolastico accorre preoccupato perché ha sentito la botta e non sa cosa può essere successo.,Il collaboratore scolastico accorre preoccupato perché ha visto un'ombra sospetta nel corridoio.
video020_causale_02,video020,video020.mp4,video020_causale,2,causale,Perché accorre il collaboratore scolastico preoccupato?,barbara,ha sentito il botto,Il collaboratore scolastico accorre preoccupato perché ha sentito il botto.,Il collaboratore scolastico accorre preoccupato perché ha visto del fumo.
video020_causale_03,video020,video020.mp4,video020_causale,3,causale,Perché accorre il collaboratore scolastico preoccupato?,eli,perché sente il forte botto del petardo e accorre per capire che cosa stia succedendo in classe,Il collaboratore scolastico accorre preoccupato perché sente il forte botto del petardo e vuole capire cosa stia succedendo in classe.,Il collaboratore scolastico accorre preoccupato perché vuole consegnare un messaggio urgente alla classe.
video020_causale_04,video020,video020.mp4,video020_causale,4,causale,Perché accorre il collaboratore scolastico preoccupato?,michela,perché il petardo ha generato un forte frastuono e lui è accorso a vedere cosa stesse accadendo nella classe,Il collaboratore scolastico accorre preoccupato perché il petardo ha generato un forte frastuono e vuole vedere cosa stia accadendo nella classe.,Il collaboratore scolastico accorre preoccupato perché ha sentito delle grida e vuole vedere cosa stia accadendo nella classe.
video020_spaziale_01,video020,video020.mp4,video020_spaziale,1,spaziale,Da dove è caduto 'Caruso' secondo il professore?,Memmo,Dalla sedia,"Secondo il professore, 'Caruso' è caduto dalla sedia.","Secondo il professore, 'Caruso' è salito sul tavolo."
video020_spaziale_02,video020,video020.mp4,video020_spaziale,2,spaziale,Da dove è caduto 'Caruso' secondo il professore?,barbara,dalla sedia,"Secondo il professore, 'Caruso' è caduto dalla sedia.","Secondo il professore, 'Caruso' è salito sulla sedia."
video020_spaziale_03,video020,video020.mp4,video020_spaziale,3,spaziale,Da dove è caduto 'Caruso' secondo il professore?,eli,"dalla sedia, secondo quanto riferisce il professore","Secondo il professore, 'Caruso' è caduto dalla sedia.","Secondo il professore, 'Caruso' è salito sulla sedia."
video020_spaziale_04,video020,video020.mp4,video020_spaziale,4,spaziale,Da dove è caduto 'Caruso' secondo il professore?,michela,secondo il professore il ragazzo è caduto dalla sedia,"Secondo il professore, 'Caruso' è caduto dalla sedia.","Secondo il professore, 'Caruso' è salito sulla sedia."
video020_temporale_01,video020,video020.mp4,video020_temporale,1,temporale,La classe fa casino prima o dopo il botto?,Memmo,Prima,La classe fa casino prima del botto.,La classe fa casino dopo il botto.
video020_temporale_02,video020,video020.mp4,video020_temporale,2,temporale,La classe fa casino prima o dopo il botto?,barbara,prima,Il casino in classe avviene prima del botto.,Il casino in classe avviene dopo il botto.
video020_temporale_03,video020,video020.mp4,video020_temporale,3,temporale,La classe fa casino prima o dopo il botto?,eli,il petardo viene fatto esplodere prima che la classe smetta di fare confusione,"Nel video, il petardo viene fatto esplodere prima che la classe smetta di fare confusione.","Nel video, il petardo viene fatto esplodere dopo che la classe smette di fare confusione."
video020_temporale_04,video020,video020.mp4,video020_temporale,4,temporale,La classe fa casino prima o dopo il botto?,michela,la classe smette di fare casino quando il professore scoppia il petardo,La classe smette di fare casino quando il professore scoppia il petardo.,La classe smette di fare casino prima che il professore scoppia il petardo.
video021_causale_01,video021,video021.mp4,video021_causale,1,causale,Perché la donna si arrabbia con Italo?,Memmo,Perchè deve riportare a casa i figli,La donna si arrabbia con Italo perché deve riportare a casa i figli.,La donna si arrabbia con Italo perché ha perso le chiavi di casa.
video021_causale_02,video021,video021.mp4,video021_causale,2,causale,Perché la donna si arrabbia con Italo?,barbara,perchè lui deve riportarli a casa,La donna si arrabbia con Italo perché lui deve riportarli a casa.,La donna si arrabbia con Italo perché lui ha dimenticato il loro anniversario.
video021_causale_03,video021,video021.mp4,video021_causale,3,causale,Perché la donna si arrabbia con Italo?,eli,perché alla donna sono stati portati via i figli e lui deve riportarli a casa,La donna si arrabbia con Italo perché alla donna sono stati portati via i figli e lui deve riportarli a casa.,La donna si arrabbia con Italo perché Italo ha deciso di non riportare a casa i figli.
video021_causale_04,video021,video021.mp4,video021_causale,4,causale,Perché la donna si arrabbia con Italo?,michela,perché le sono stati portati via i figli,La donna si arrabbia con Italo perché le sono stati portati via i figli.,La donna si arrabbia con Italo perché lui è arrivato in ritardo.
video021_spaziale_01,video021,video021.mp4,video021_spaziale,1,spaziale,Dove è rivolto lo sguardo di Italo quando la donna lo rimprovera di guardarla?,Memmo,Verso il basso,"Quando la donna lo rimprovera, lo sguardo di Italo è rivolto verso il basso.","Quando la donna lo rimprovera, lo sguardo di Italo è rivolto verso l'alto."
video021_spaziale_02,video021,video021.mp4,video021_spaziale,2,spaziale,Dove è rivolto lo sguardo di Italo quando la donna lo rimprovera di guardarla?,barbara,in basso,Lo sguardo di Italo è rivolto in basso quando la donna lo rimprovera di guardarla.,Lo sguardo di Italo è rivolto in alto quando la donna lo rimprovera di guardarla.
video021_spaziale_03,video021,video021.mp4,video021_spaziale,3,spaziale,Dove è rivolto lo sguardo di Italo quando la donna lo rimprovera di guardarla?,eli,"in una posizione più in basso, e non sopra la donna","Lo sguardo di Italo è rivolto in una posizione più in basso, e non sopra la donna.","Lo sguardo di Italo è rivolto in una posizione più in alto, e non sotto la donna."
video021_spaziale_04,video021,video021.mp4,video021_spaziale,4,spaziale,Dove è rivolto lo sguardo di Italo quando la donna lo rimprovera di guardarla?,michela,non sulla donna,Lo sguardo di Italo non è rivolto sulla donna quando viene rimproverato.,Lo sguardo di Italo è rivolto sulla donna quando viene rimproverato.
video021_temporale_01,video021,video021.mp4,video021_temporale,1,temporale,Cosa deve fare Italo prima di 'rimettere piede' in casa?,Memmo,Riportare a casa i figli,Prima di 'rimettere piede' in casa Italo deve riportare a casa i figli.,Dopo essere 'rientrato' in casa Italo deve riportare a casa i figli.
video021_temporale_02,video021,video021.mp4,video021_temporale,2,temporale,Cosa deve fare Italo prima di 'rimettere piede' in casa?,barbara,riportare a casa i due ragazzi,Italo deve riportare a casa i due ragazzi prima di rimettere piede in casa.,Italo deve riportare a casa i due ragazzi dopo aver rimesso piede in casa.
video021_temporale_03,video021,video021.mp4,video021_temporale,3,temporale,Cosa deve fare Italo prima di 'rimettere piede' in casa?,eli,"quando la donna gli chiede di riportare a casa i due ragazzi, cioè i suoi figli","Prima di ""rimettere piede"" in casa, Italo deve riportare a casa i due ragazzi, cioè i figli della donna.","Dopo ""aver preso le chiavi"" della macchina, Italo deve riportare a casa i due ragazzi, cioè i figli della donna."
video021_temporale_04,video021,video021.mp4,video021_temporale,4,temporale,Cosa deve fare Italo prima di 'rimettere piede' in casa?,michela,la donna gli chiede di riportare i figli a casa,"Prima di 'rimettere piede' in casa, Italo deve riportare i figli a casa come richiesto dalla donna.","Dopo aver 'rimesso piede' in casa, Italo deve riportare i figli a casa come richiesto dalla donna."
video022_causale_01,video022,video022.mp4,video022_causale,1,causale,Perché Scott è triste mentre guarda i fogli in prigione?,Memmo,Perchè probabilmente sono i fogli del divorzio,Scott è triste mentre guarda i fogli in prigione probabilmente perché sono i fogli del divorzio.,Scott è triste mentre guarda i fogli in prigione probabilmente perché non può uscire.
video022_causale_02,video022,video022.mp4,video022_causale,2,causale,Perché Scott è triste mentre guarda i fogli in prigione?,barbara,perchè sono i fogli del divorzio,Scott è triste in prigione perché sta guardando i fogli del divorzio.,Scott è triste in prigione perché ha ricevuto una lettera dalla famiglia.
video022_causale_03,video022,video022.mp4,video022_causale,3,causale,Perché Scott è triste mentre guarda i fogli in prigione?,eli,"perché si tratta dei documenti inviati dalla moglie, che intende divorziare","Scott è triste mentre guarda i fogli in prigione perché si tratta dei documenti inviati dalla moglie, che intende divorziare.","Scott è triste mentre guarda i fogli in prigione perché si tratta dei documenti del suo processo, che è andato male."
video022_causale_04,video022,video022.mp4,video022_causale,4,causale,Perché Scott è triste mentre guarda i fogli in prigione?,michela,perché sono i fogli che gli ha mandato la moglie che vuole divorziare,Scott è triste mentre guarda i fogli in prigione perché sono i documenti che gli ha mandato la moglie che vuole divorziare.,Scott è triste mentre guarda i fogli in prigione perché sono i documenti che gli annunciano una condanna più lunga.
video022_spaziale_01,video022,video022.mp4,video022_spaziale,1,spaziale,Dove si sono incontrati Scott e Luis per la prima volta?,Memmo,In prigione,Scott e Luis si sono incontrati per la prima volta in prigione.,Scott e Luis si sono incontrati per la prima volta in un parco.
video022_spaziale_02,video022,video022.mp4,video022_spaziale,2,spaziale,Dove si sono incontrati Scott e Luis per la prima volta?,barbara,in prigione,Scott e Luis si sono incontrati per la prima volta in prigione.,Scott e Luis si sono incontrati per la prima volta in un parco.
video022_spaziale_03,video022,video022.mp4,video022_spaziale,3,spaziale,Dove si sono incontrati Scott e Luis per la prima volta?,eli,nella cella della prigione in cui sono finiti entrambi,Scott e Luis si sono incontrati per la prima volta nella cella della prigione in cui sono finiti entrambi.,Scott e Luis si sono incontrati per la prima volta nella palestra della prigione in cui sono finiti entrambi.
video022_spaziale_04,video022,video022.mp4,video022_spaziale,4,spaziale,Dove si sono incontrati Scott e Luis per la prima volta?,michela,si sono incontrati nella cella di prigione dove sono finiti entrambi,Scott e Luis si sono incontrati per la prima volta nella cella di prigione dove sono finiti entrambi.,Scott e Luis si sono incontrati per la prima volta al caffè dove sono finiti entrambi.
video022_temporale_01,video022,video022.mp4,video022_temporale,1,temporale,La moglie di Scott lo ha lasciato prima o dopo che Scott incontrasse Luis per la prima volta?,Memmo,Prima,La moglie di Scott lo ha lasciato prima che Scott incontrasse Luis per la prima volta.,La moglie di Scott lo ha lasciato dopo che Scott ha incontrato Luis per la prima volta.
video022_temporale_02,video022,video022.mp4,video022_temporale,2,temporale,La moglie di Scott lo ha lasciato prima o dopo che Scott incontrasse Luis per la prima volta?,barbara,prima,La moglie di Scott lo ha lasciato prima che incontrasse Luis per la prima volta.,La moglie di Scott lo ha lasciato dopo che ha incontrato Luis per la prima volta.
video022_temporale_03,video022,video022.mp4,video022_temporale,3,temporale,La moglie di Scott lo ha lasciato prima o dopo che Scott incontrasse Luis per la prima volta?,eli,"in precedenza, quando la moglie di Scott gli fa recapitare i documenti del divorzio da firmare","La moglie di Scott lo ha lasciato in precedenza, quando gli ha fatto recapitare i documenti del divorzio da firmare.","La moglie di Scott lo ha lasciato in seguito, quando gli ha fatto recapitare i documenti del divorzio da firmare."
video022_temporale_04,video022,video022.mp4,video022_temporale,4,temporale,La moglie di Scott lo ha lasciato prima o dopo che Scott incontrasse Luis per la prima volta?,michela,la moglie di scott gli ha fatto avere i fogli del divorzio da firmare,La moglie di Scott gli ha fatto avere i fogli del divorzio da firmare.,"Prima che Scott incontrasse sua moglie, lei gli ha fatto avere i fogli del divorzio da firmare."
video023_causale_01,video023,video023.mp4,video023_causale,1,causale,Perché la donna ringrazia Anastasia?,Memmo,"Per averla bagnata, in senso ironico",La donna ringrazia Anastasia ironicamente per averla bagnata.,La donna ringrazia Anastasia ironicamente per averla aiutata.
video023_causale_02,video023,video023.mp4,video023_causale,2,causale,Perché la donna ringrazia Anastasia?,barbara,per averla bagnata,La donna ringrazia Anastasia per averla bagnata.,La donna ringrazia Anastasia per averle regalato un ombrello.
video023_causale_03,video023,video023.mp4,video023_causale,3,causale,Perché la donna ringrazia Anastasia?,eli,"perché la bambina, salendo sul gonfiabile, l'ha bagnata","La donna ringrazia Anastasia perché la bambina, salendo sul gonfiabile, l'ha bagnata.","La donna ringrazia Anastasia perché la bambina, salendo sul gonfiabile, le ha pulito le scarpe."
video023_causale_04,video023,video023.mp4,video023_causale,4,causale,Perché la donna ringrazia Anastasia?,michela,perchè la biambina l'ha bagnata salendo sul gonfiabile,La donna ringrazia Anastasia perchè la bambina l'ha bagnata salendo sul gonfiabile.,La donna ringrazia Anastasia perchè la bambina l'ha fatta ridere con una battuta.
video023_spaziale_01,video023,video023.mp4,video023_spaziale,1,spaziale,Da dove cade la bambina?,Memmo,In acqua,La bambina cade in acqua.,La bambina cade su un prato.
video023_spaziale_02,video023,video023.mp4,video023_spaziale,2,spaziale,Da dove cade la bambina?,barbara,dal bordo della piscina,La bambina cade dal bordo della piscina.,La bambina cade dal bordo del letto.
video023_spaziale_03,video023,video023.mp4,video023_spaziale,3,spaziale,Da dove cade la bambina?,eli,"dal gonfiabile a forma di coda di sirena, posto vicino al bordo della piscina","La bambina cade dal gonfiabile a forma di coda di sirena, posto vicino al bordo della piscina.","La bambina cade dal gonfiabile a forma di coda di sirena, posto al centro del giardino."
video023_spaziale_04,video023,video023.mp4,video023_spaziale,4,spaziale,Da dove cade la bambina?,michela,dal gonfiabile fatto a forma di coda di sirena,La bambina cade dal gonfiabile fatto a forma di coda di sirena.,La bambina cade dallo scivolo fatto a forma di coda di sirena.
video023_temporale_01,video023,video023.mp4,video023_temporale,1,temporale,La donna dice ad 'Ani' di salire prima o dopo essere scesa nell'acqua?,Memmo,dopo,La donna dice ad 'Ani' di salire dopo essere scesa nell'acqua.,La donna dice ad 'Ani' di salire prima di scendere nell'acqua.
video023_temporale_02,video023,video023.mp4,video023_temporale,2,temporale,La donna dice ad 'Ani' di salire prima o dopo essere scesa nell'acqua?,barbara,scendere,La donna dice ad 'Ani' di scendere nell'acqua.,Dopo che la donna dice ad 'Ani' di scendere nell'acqua.
video023_temporale_03,video023,video023.mp4,video023_temporale,3,temporale,La donna dice ad 'Ani' di salire prima o dopo essere scesa nell'acqua?,eli,"prima di entrare in acqua, nel momento in cui deve scendere","La donna dice ad 'Ani' di salire prima di entrare in acqua, nel momento in cui deve scendere.","La donna dice ad 'Ani' di salire dopo essere entrata in acqua, nel momento in cui deve scendere."
video023_temporale_04,video023,video023.mp4,video023_temporale,4,temporale,La donna dice ad 'Ani' di salire prima o dopo essere scesa nell'acqua?,michela,prima che lei entri nell'acqua,La donna dice ad 'Ani' di salire prima che lei entri nell'acqua.,La donna dice ad 'Ani' di salire dopo che lei è uscita dall'acqua.
video024_causale_01,video024,video024.mp4,video024_causale,1,causale,Perché la nonna porta la mascherina sugli occhi?,Memmo,Perchè stanno giocando a moscacieca,La nonna porta la mascherina sugli occhi perchè stanno giocando a moscacieca.,La nonna porta la mascherina sugli occhi perchè la luce del sole è troppo forte.
video024_causale_02,video024,video024.mp4,video024_causale,2,causale,Perché la nonna porta la mascherina sugli occhi?,barbara,per bendarsi,La nonna porta la mascherina sugli occhi per bendarsi.,La nonna porta la mascherina sugli occhi per proteggersi dal sole.
video024_causale_03,video024,video024.mp4,video024_causale,3,causale,Perché la nonna porta la mascherina sugli occhi?,eli,perché deve bendarsi per fare la mosca e cercare di prendere le altre bambine,La nonna porta la mascherina sugli occhi perché deve bendarsi per fare la mosca e cercare di prendere le altre bambine.,La nonna porta la mascherina sugli occhi perché ha dimenticato gli occhiali a casa.
video024_causale_04,video024,video024.mp4,video024_causale,4,causale,Perché la nonna porta la mascherina sugli occhi?,michela,perché lei è la mosca che deve acchiappare le bamine,La nonna porta la mascherina sugli occhi perché è la mosca che deve acchiappare le bambine.,La nonna porta la mascherina sugli occhi perché c'è troppo sole.
video024_spaziale_01,video024,video024.mp4,video024_spaziale,1,spaziale,Le bambine e la nonna stanno giocando dentro casa o fuori in giardino?,Memmo,dentro casa,Le bambine e la nonna stanno giocando dentro casa.,Le bambine e la nonna stanno giocando fuori casa.
video024_spaziale_02,video024,video024.mp4,video024_spaziale,2,spaziale,Le bambine e la nonna stanno giocando dentro casa o fuori in giardino?,barbara,dentro casa,Le bambine e la nonna stanno giocando dentro casa.,Le bambine e la nonna stanno giocando fuori casa.
video024_spaziale_03,video024,video024.mp4,video024_spaziale,3,spaziale,Le bambine e la nonna stanno giocando dentro casa o fuori in giardino?,eli,"all'interno della casa, nella zona in cui le bambine stanno giocando a mosca cieca","Le bambine e la nonna stanno giocando all'interno della casa, nella zona in cui le bambine stanno giocando a mosca cieca.","Le bambine e la nonna stanno giocando nel giardino, nella zona in cui le bambine stanno giocando a mosca cieca."
video024_spaziale_04,video024,video024.mp4,video024_spaziale,4,spaziale,Le bambine e la nonna stanno giocando dentro casa o fuori in giardino?,michela,le bambine stanno giocando a mosca cieca,Le bambine stanno giocando a mosca cieca.,Le bambine stanno giocando nel parco giochi.
video024_temporale_01,video024,video024.mp4,video024_temporale,1,temporale,Alla nonna gira la testa prima o dopo essersi coperta gli occhi?,Memmo,dopo,Alla nonna gira la testa dopo essersi coperta gli occhi.,"Prima che alla nonna girasse la testa, si è coperta gli occhi."
video024_temporale_02,video024,video024.mp4,video024_temporale,2,temporale,Alla nonna gira la testa prima o dopo essersi coperta gli occhi?,barbara,dopo,Alla nonna gira la testa dopo essersi coperta gli occhi.,Alla nonna gira la testa prima di coprirsi gli occhi.
video024_temporale_03,video024,video024.mp4,video024_temporale,3,temporale,Alla nonna gira la testa prima o dopo essersi coperta gli occhi?,eli,successivamente all'inizio del gioco della mosca cieca,Alla nonna gira la testa successivamente all'inizio del gioco della mosca cieca.,Alla nonna gira la testa prima dell'inizio del gioco della mosca cieca.
video024_temporale_04,video024,video024.mp4,video024_temporale,4,temporale,Alla nonna gira la testa prima o dopo essersi coperta gli occhi?,michela,dopo che hanno iniziato a giocare a mosca cieca,Alla nonna gira la testa dopo che hanno iniziato a giocare a mosca cieca.,Alla nonna gira la testa prima che abbiano iniziato a giocare a mosca cieca.
video025_causale_01,video025,video025.mp4,video025_causale,1,causale,Perché la mamma fa i complimenti alla bambina?,Memmo,Per la buca che ha costruito,La mamma fa i complimenti alla bambina per la buca che ha costruito.,La mamma fa i complimenti alla bambina per il castello che ha costruito.
video025_causale_02,video025,video025.mp4,video025_causale,2,causale,Perché la mamma fa i complimenti alla bambina?,barbara,per la grande e bella buca fatta,La mamma fa i complimenti alla bambina per la grande e bella buca fatta.,La mamma fa i complimenti alla bambina per il bel disegno fatto.
video025_causale_03,video025,video025.mp4,video025_causale,3,causale,Perché la mamma fa i complimenti alla bambina?,eli,"perché la bambina ha scavato nella sabbia una buca enorme e molto bella, grande quasi quanto una piscina","La mamma fa i complimenti alla bambina perché ha scavato nella sabbia una buca enorme e molto bella, grande quasi quanto una piscina.","La mamma fa i complimenti alla bambina perché ha costruito un castello di sabbia enorme e molto bello, grande quasi quanto una piscina."
video025_causale_04,video025,video025.mp4,video025_causale,4,causale,Perché la mamma fa i complimenti alla bambina?,michela,si perché ha fatto un buco enorme nella sabbia che è grande quanto una piscina,"La mamma fa i complimenti alla bambina perché ha fatto un buco enorme nella sabbia, grande quanto una piscina.",La mamma fa i complimenti alla bambina perché ha costruito un bellissimo castello di sabbia.
video025_spaziale_01,video025,video025.mp4,video025_spaziale,1,spaziale,Dove si trova lo scivolo?,Memmo,Tra la buca e il mare,Lo scivolo si trova tra la buca e il mare.,Lo scivolo si trova sopra una collina.
video025_spaziale_02,video025,video025.mp4,video025_spaziale,2,spaziale,Dove si trova lo scivolo?,barbara,davanti alla buca verso il mare,Lo scivolo si trova davanti alla buca verso il mare.,Lo scivolo si trova dietro alla buca verso il mare.
video025_spaziale_03,video025,video025.mp4,video025_spaziale,3,spaziale,Dove si trova lo scivolo?,eli,"sul bagnasciuga, davanti alla grande buca scavata verso il mare","Lo scivolo si trova sul bagnasciuga, davanti alla grande buca scavata verso il mare.","Lo scivolo si trova nel parco giochi, lontano dalla grande buca scavata verso il mare."
video025_spaziale_04,video025,video025.mp4,video025_spaziale,4,spaziale,Dove si trova lo scivolo?,michela,"sul bagnasciuga, se lo inventa la bambina","Lo scivolo si trova sul bagnasciuga, inventato dalla bambina.","Lo scivolo si trova nel parco giochi, inventato dalla bambina."
video025_temporale_01,video025,video025.mp4,video025_temporale,1,temporale,La bambina con il costume azzurro va sullo scivolo prima o dopo che Aria saluti la donna?,Memmo,Dopo,La bambina con il costume azzurro va sullo scivolo dopo che Aria saluta la donna.,La bambina con il costume azzurro va sullo scivolo prima che Aria saluti la donna.
video025_temporale_02,video025,video025.mp4,video025_temporale,2,temporale,La bambina con il costume azzurro va sullo scivolo prima o dopo che Aria saluti la donna?,barbara,dopo,La bambina con il costume azzurro va sullo scivolo dopo che Aria saluta la donna.,La bambina con il costume azzurro va sullo scivolo prima che Aria saluti la donna.
video025_temporale_03,video025,video025.mp4,video025_temporale,3,temporale,La bambina con il costume azzurro va sullo scivolo prima o dopo che Aria saluti la donna?,eli,dopo che la persona che riprende ha salutato le bambine,La bambina con il costume azzurro va sullo scivolo dopo che la persona che riprende ha salutato le bambine.,La bambina con il costume azzurro va sullo scivolo prima che la persona che riprende saluti le bambine.
video025_temporale_04,video025,video025.mp4,video025_temporale,4,temporale,La bambina con il costume azzurro va sullo scivolo prima o dopo che Aria saluti la donna?,michela,dopo che la cameramen ha salutato le bambine,La bambina con il costume azzurro va sullo scivolo dopo che la cameramen ha salutato le bambine.,La bambina con il costume azzurro va sullo scivolo prima che la cameramen ha salutato le bambine.
video026_causale_01,video026,video026.mp4,video026_causale,1,causale,Perché l'uomo in piedi dice che 'ora è bello per lo spotter'?,Memmo,Perchè gli può dare una mano,L'uomo dice che 'ora è bello per lo spotter' perché gli può dare una mano.,L'uomo dice che 'ora è bello per lo spotter' perché può vincere un premio.
video026_causale_02,video026,video026.mp4,video026_causale,2,causale,Perché l'uomo in piedi dice che 'ora è bello per lo spotter'?,barbara,perchè da un aiuto,"L'uomo in piedi dice che ""ora è bello per lo spotter"" perché dà un aiuto.","L'uomo in piedi dice che ""ora è bello per lo spotter"" perché crea confusione."
video026_causale_03,video026,video026.mp4,video026_causale,3,causale,Perché l'uomo in piedi dice che 'ora è bello per lo spotter'?,eli,perché in quel momento lo spotter può intervenire e fornire assistenza all'uomo durante l'esercizio sul macchinario,"In quel momento, lo spotter può intervenire e fornire assistenza all'uomo durante l'esercizio sul macchinario.","In quel momento, lo spotter non può intervenire e fornire assistenza all'uomo durante l'esercizio sul macchinario."
video026_causale_04,video026,video026.mp4,video026_causale,4,causale,Perché l'uomo in piedi dice che 'ora è bello per lo spotter'?,michela,perché lo spotter può finalmente dare assistenza aiutando l'uomo accarezzando il macchinario,"L'uomo in piedi dice che ""ora è bello per lo spotter"" perché può finalmente dare assistenza aiutando accarezzando il macchinario.","L'uomo in piedi dice che ""ora è bello per lo spotter"" perché il macchinario si è finalmente fermato e non richiede più assistenza."
