id_video,id_traccia,nome_classe,prima_comparsa,ultima_comparsa,durata_traccia,numero_osservazioni,confidenza_media
video028,181,person,29.5,29.75,0.25,2,0.8686
video029,1,person,0.0,3.0,3.0,13,0.8681
video029,2,person,0.0,3.75,3.75,16,0.8215
video029,3,person,0.0,29.75,29.75,111,0.9121
video029,4,person,0.0,2.0,2.0,9,0.8359
video029,5,person,0.0,15.25,15.25,54,0.863
video029,6,chair,0.0,5.25,5.25,12,0.4009
video029,10,person,1.75,16.75,15.0,57,0.8198
video029,15,person,2.75,14.25,11.5,38,0.4415
video029,22,chair,15.5,16.75,1.25,6,0.4887
video029,23,person,16.5,16.75,0.25,2,0.5134
video029,24,person,17.25,21.75,4.5,15,0.8683
video029,25,remote,17.25,21.75,4.5,15,0.4934
video029,26,microwave,17.25,19.5,2.25,5,0.5153
video029,29,book,25.5,29.25,3.75,15,0.4466
video029,30,book,25.5,28.75,3.25,6,0.4052
video029,31,book,25.5,29.0,3.5,11,0.3275
video029,32,book,25.5,26.5,1.0,5,0.3523
video029,33,book,25.5,25.75,0.25,2,0.3399
video029,34,book,25.5,26.0,0.5,3,0.3427
video029,35,book,25.5,29.25,3.75,7,0.3069
video029,37,book,25.5,26.5,1.0,2,0.3615
video029,49,book,28.0,28.75,0.75,4,0.5795
video029,50,book,28.0,29.25,1.25,5,0.4469
video030,1,person,0.0,25.5,25.5,102,0.8532
video030,2,chair,0.0,0.25,0.25,2,0.3855
video030,3,umbrella,0.0,0.0,0.0,1,0.3958
video030,4,bench,0.0,0.0,0.0,1,0.2758
video030,12,chair,1.5,2.0,0.5,3,0.6743
video030,22,bench,3.5,6.5,3.0,7,0.3702
video030,23,car,4.0,6.0,2.0,7,0.3922
video030,30,person,7.0,7.25,0.25,2,0.4647
video030,33,bench,7.25,7.5,0.25,2,0.5473
video030,39,person,8.5,23.5,15.0,51,0.7724
video030,46,person,10.5,10.5,0.0,1,0.5135
video030,58,frisbee,13.5,15.25,1.75,7,0.7036
video030,60,surfboard,14.25,16.0,1.75,8,0.7349
video030,63,bench,16.5,17.25,0.75,4,0.3674
video030,66,frisbee,17.0,27.25,10.25,16,0.6037
video030,68,frisbee,17.25,19.25,2.0,9,0.6437
video030,76,umbrella,18.25,23.75,5.5,22,0.4591
video030,81,frisbee,20.0,20.25,0.25,2,0.4234
video030,89,frisbee,22.5,23.75,1.25,6,0.6175
video030,105,person,26.0,27.5,1.5,7,0.7722
video030,106,person,26.75,29.75,3.0,13,0.8759
video030,113,frisbee,28.0,29.0,1.0,4,0.5915
video030,114,frisbee,28.25,28.25,0.0,1,0.4705
video030,115,frisbee,29.0,29.0,0.0,1,0.4103
video031,1,person,0.0,0.25,0.25,2,0.7693
video031,2,knife,0.0,0.5,0.5,3,0.635
video031,7,person,1.75,12.5,10.75,44,0.9256
video031,15,tv,11.5,11.5,0.0,1,0.5456
video032,1,person,0.0,8.0,8.0,33,0.835
video032,2,refrigerator,0.0,2.25,2.25,10,0.5911
video032,3,dining table,0.0,22.0,22.0,88,0.7205
video032,4,bowl,0.0,1.5,1.5,6,0.4781
video032,16,book,3.75,20.0,16.25,6,0.3677
video032,18,refrigerator,5.25,17.75,12.5,47,0.8173
video032,42,refrigerator,8.25,16.0,7.75,7,0.6667
video032,55,person,15.0,24.75,9.75,27,0.7992
video032,59,fork,15.75,16.0,0.25,2,0.4701
video032,63,bowl,16.0,16.5,0.5,3,0.5225
video032,92,person,19.0,23.0,4.0,13,0.7445
video032,95,bowl,19.75,20.5,0.75,3,0.3963
video032,96,bench,19.75,24.75,5.0,17,0.6567
video032,120,book,24.25,24.5,0.25,2,0.4822
video033,1,person,0.0,2.0,2.0,8,0.7864
video033,2,person,0.0,12.0,12.0,40,0.8191
video033,5,person,1.25,3.5,2.25,4,0.8011
video033,13,person,3.75,12.75,9.0,35,0.8548
video033,31,person,16.5,17.75,1.25,4,0.7623
video033,32,person,16.75,23.25,6.5,11,0.7221
video033,35,person,18.5,27.5,9.0,8,0.7998
video033,43,person,20.25,30.75,10.5,16,0.74
video033,69,person,25.0,33.25,8.25,18,0.7074
video033,85,person,32.25,32.25,0.0,1,0.7891
video033,90,person,33.25,33.5,0.25,2,0.7103
video033,92,person,33.75,35.5,1.75,5,0.6845
video033,95,person,34.5,34.75,0.25,2,0.664
video033,104,person,35.5,37.25,1.75,7,0.788
video033,107,person,37.0,37.75,0.75,3,0.7154
video033,110,person,37.75,37.75,0.0,1,0.4146
video034,1,person,0.0,8.25,8.25,33,0.8592
video034,2,potted plant,0.0,0.5,0.5,3,0.4344
video034,6,potted plant,1.25,10.25,9.0,23,0.6475
video034,28,sports ball,2.75,8.0,5.25,22,0.8694
video034,29,person,2.75,4.25,1.5,5,0.7353
video034,30,sports ball,3.0,3.5,0.5,3,0.5897
video034,31,sports ball,3.25,3.75,0.5,3,0.4367
video034,33,sports ball,4.0,8.25,4.25,15,0.6628
video034,37,person,4.75,33.25,28.5,106,0.896
video034,62,bicycle,9.25,9.75,0.5,3,0.6029
video034,70,motorcycle,12.0,14.25,2.25,10,0.5232
video034,72,potted plant,12.5,24.0,11.5,42,0.7712
video034,88,motorcycle,16.0,24.0,8.0,33,0.6541
video034,93,sports ball,16.5,18.0,1.5,3,0.5253
video034,114,sports ball,18.75,18.75,0.0,1,0.3609
video034,123,person,20.5,20.5,0.0,1,0.4581
video034,129,sports ball,21.25,21.25,0.0,1,0.6687
video034,135,person,21.75,23.75,2.0,7,0.4363
video034,141,potted plant,23.0,29.0,6.0,24,0.7978
video034,154,bicycle,25.0,25.5,0.5,3,0.7605
video034,159,sports ball,25.75,27.25,1.5,7,0.8693
video034,162,sports ball,26.0,26.75,0.75,4,0.6779
video034,173,person,26.75,29.5,2.75,8,0.7525
video034,177,refrigerator,28.0,28.0,0.0,1,0.3476
video034,181,potted plant,28.75,29.75,1.0,5,0.6188
video034,187,person,29.75,34.75,5.0,21,0.8665
video034,189,potted plant,30.0,31.75,1.75,3,0.3912
video034,190,sports ball,30.25,30.75,0.5,3,0.8333
video034,193,car,30.75,32.25,1.5,7,0.5091
video034,199,sports ball,33.0,34.75,1.75,5,0.6473
video034,200,bicycle,33.25,34.75,1.5,7,0.599
video035,1,person,0.0,20.5,20.5,66,0.5332
video035,2,potted plant,0.0,4.75,4.75,19,0.7647
video035,3,potted plant,0.0,4.75,4.75,19,0.4516
video035,4,potted plant,0.0,4.5,4.5,13,0.3564
video035,5,chair,0.0,3.25,3.25,2,0.3077
video035,6,chair,0.0,0.75,0.75,4,0.2751
video035,25,chair,4.0,4.0,0.0,1,0.3805
video035,30,potted plant,4.5,4.75,0.25,2,0.5059
video035,34,person,7.5,24.0,16.5,56,0.6822
video035,35,person,7.5,32.0,24.5,77,0.7772
video035,44,person,9.25,9.75,0.5,3,0.5096
video035,48,person,10.75,19.0,8.25,31,0.4218
video035,51,handbag,11.25,11.5,0.25,2,0.2928
video035,58,person,16.0,18.75,2.75,6,0.4234
video035,61,person,17.0,20.75,3.75,7,0.389
video035,66,person,18.75,32.0,13.25,26,0.5469
video035,68,person,20.0,24.0,4.0,4,0.6794
video035,71,bottle,21.25,28.75,7.5,31,0.3643
video035,72,bottle,21.25,28.75,7.5,29,0.4358
video035,95,bowl,23.25,26.75,3.5,6,0.2972
video035,103,person,23.75,28.75,5.0,15,0.4038
video035,121,cup,29.5,31.0,1.5,7,0.3495
video035,122,bottle,29.75,32.0,2.25,3,0.3239
video035,126,bottle,30.0,30.0,0.0,1,0.3297
video035,128,person,30.25,30.75,0.5,3,0.8205
video036,1,person,0.0,9.25,9.25,38,0.9317
video036,2,car,3.75,34.75,31.0,84,0.7693
video036,3,car,3.75,16.0,12.25,29,0.7297
video036,4,car,3.75,34.25,30.5,42,0.7343
video036,5,stop sign,3.75,13.75,10.0,12,0.2872
video036,6,car,4.0,15.5,11.5,25,0.5404
video036,9,car,5.0,15.5,10.5,21,0.3575
video036,13,person,10.75,22.5,11.75,23,0.8883
video036,14,car,11.0,11.5,0.5,3,0.336
video036,30,car,14.5,15.75,1.25,6,0.3524
video036,41,car,15.5,15.5,0.0,1,0.3986
video036,46,car,15.75,15.75,0.0,1,0.3469
video036,47,person,18.25,34.75,16.5,53,0.7716
video036,48,car,18.25,34.75,16.5,57,0.4674
video036,49,truck,18.25,26.0,7.75,15,0.7472
video036,50,person,18.5,18.5,0.0,1,0.6176
video036,55,car,20.25,34.75,14.5,51,0.5884
video036,56,car,20.5,20.75,0.25,2,0.7387
video036,75,person,28.0,33.0,5.0,4,0.7089
video036,80,person,28.5,28.5,0.0,1,0.5555
video036,125,car,34.0,34.5,0.5,2,0.7633
video037,1,person,0.0,17.25,17.25,57,0.9017
video037,2,tie,0.0,1.5,1.5,4,0.2934
video037,4,tie,6.5,10.0,3.5,8,0.5946
video037,6,person,8.25,21.25,13.0,47,0.8781
video037,8,person,8.75,23.75,15.0,55,0.8638
video037,18,person,15.0,15.0,0.0,1,0.858
video037,21,person,15.5,30.5,15.0,59,0.8245
video037,24,person,16.25,20.75,4.5,19,0.828
video037,31,suitcase,17.5,30.5,13.0,32,0.7279
video037,33,person,18.0,19.25,1.25,6,0.8363
video037,51,handbag,20.0,20.5,0.5,3,0.5025
video037,52,person,20.0,28.0,8.0,26,0.8457
video037,57,person,20.5,30.5,10.0,22,0.8083
video037,70,handbag,23.0,23.5,0.5,3,0.5812
video037,72,person,23.5,24.5,1.0,4,0.8287
video037,74,person,23.75,30.5,6.75,25,0.7787
video037,84,handbag,24.5,24.75,0.25,2,0.4923
video037,86,person,25.0,30.5,5.5,18,0.79
video037,87,person,26.0,31.25,5.25,21,0.8592
video037,88,person,26.0,30.5,4.5,19,0.7656
video037,90,handbag,26.0,28.0,2.0,8,0.4914
video037,92,person,26.0,32.0,6.0,21,0.8307
video037,95,cup,26.25,28.5,2.25,8,0.5344
video037,110,frisbee,30.25,30.25,0.0,1,0.6597
video038,1,person,0.0,26.75,26.75,108,0.8824
video038,2,person,0.0,7.25,7.25,5,0.6853
video038,3,dog,0.0,27.25,27.25,108,0.731
video038,4,person,0.0,16.0,16.0,52,0.7006
video038,23,dog,11.0,11.0,0.0,1,0.5348
video038,35,dog,20.75,20.75,0.0,1,0.4183
video038,57,dog,30.0,33.0,3.0,13,0.6863
video039,1,person,0.0,29.75,29.75,103,0.8371
video039,2,chair,0.0,8.0,8.0,26,0.5856
video039,3,person,0.0,24.25,24.25,98,0.8788
video039,4,chair,0.0,24.25,24.25,98,0.8027
video039,5,dining table,0.0,29.75,29.75,90,0.7754
video039,6,person,0.0,7.0,7.0,18,0.6243
video039,7,cup,0.0,24.25,24.25,98,0.6962
video039,8,cup,0.0,24.25,24.25,96,0.6296
video039,9,chair,0.0,0.25,0.25,2,0.3841
video039,21,chair,1.75,15.0,13.25,22,0.5082
video039,28,person,2.5,3.5,1.0,5,0.5028
video039,29,chair,2.75,24.25,21.5,50,0.457
video039,33,cell phone,3.25,7.5,4.25,16,0.4483
video039,45,laptop,5.25,24.25,19.0,49,0.6898
video039,56,dining table,6.0,24.25,18.25,41,0.5577
video039,71,person,8.0,13.5,5.5,20,0.6716
video039,72,bottle,8.0,9.25,1.25,3,0.536
video039,73,cell phone,8.0,9.75,1.75,7,0.4632
video039,77,person,8.25,14.25,6.0,6,0.5785
video039,81,chair,8.75,24.25,15.5,38,0.4959
video039,82,person,9.0,24.0,15.0,36,0.5134
video039,84,cell phone,9.25,9.25,0.0,1,0.3966
video039,94,person,10.25,14.75,4.5,3,0.8584
video039,103,wine glass,11.75,23.0,11.25,16,0.3822
video039,108,cup,13.75,24.25,10.5,28,0.3666
video039,111,person,14.0,24.25,10.25,33,0.5633
video039,114,person,14.0,15.25,1.25,5,0.5389
video039,128,laptop,15.5,15.75,0.25,2,0.7793
video039,143,laptop,17.0,22.5,5.5,20,0.4837
video039,144,wine glass,17.25,20.0,2.75,9,0.3909
video039,145,person,17.25,24.25,7.0,22,0.4263
video039,149,chair,17.5,21.75,4.25,18,0.4229
video039,167,laptop,21.25,21.5,0.25,2,0.2959
video039,180,laptop,22.75,24.25,1.5,7,0.458
video039,181,potted plant,23.5,24.0,0.5,2,0.3076
video039,187,bottle,24.25,24.25,0.0,1,0.3666
video039,192,laptop,26.0,27.5,1.5,7,0.6147
video039,194,laptop,26.75,27.25,0.5,3,0.3982
video039,195,cup,28.0,28.5,0.5,3,0.3501
video039,197,dining table,29.0,29.5,0.5,3,0.4593
video039,199,chair,29.5,29.75,0.25,2,0.3531
video040,1,person,0.0,39.75,39.75,141,0.7268
video040,2,donut,0.0,0.0,0.0,1,0.4186
video040,3,donut,0.0,0.0,0.0,1,0.3903
video040,4,donut,0.0,0.0,0.0,1,0.3719
video040,5,donut,0.0,0.0,0.0,1,0.3494
video040,6,donut,0.0,0.0,0.0,1,0.3308
video040,7,donut,0.0,0.0,0.0,1,0.3298
video040,8,donut,0.0,0.0,0.0,1,0.2944
video040,9,donut,0.0,0.0,0.0,1,0.2624
video040,12,person,1.0,6.75,5.75,17,0.4628
video040,13,person,1.0,14.0,13.0,45,0.577
video040,19,cell phone,3.75,3.75,0.0,1,0.4408
video040,24,person,7.5,28.0,20.5,80,0.8204
video040,43,person,27.25,28.0,0.75,4,0.3998
video040,48,person,28.0,35.5,7.5,3,0.6798
video040,53,person,29.5,33.25,3.75,4,0.5074
video040,57,person,30.5,30.5,0.0,1,0.6028
video040,64,bottle,32.0,34.0,2.0,9,0.4411
video040,68,person,33.75,35.5,1.75,7,0.5082
video040,70,person,34.75,35.0,0.25,2,0.87
video040,75,bottle,36.0,36.0,0.0,1,0.3633
video040,76,person,36.0,39.75,3.75,16,0.6602
video041,1,person,0.0,1.0,1.0,5,0.765
video041,2,person,0.0,1.0,1.0,5,0.7547
video041,3,person,0.0,0.75,0.75,4,0.6031
video041,4,person,0.0,1.0,1.0,5,0.7383
video041,5,person,0.0,1.0,1.0,4,0.5222
video041,6,donut,0.5,0.5,0.0,1,0.6107
video041,10,person,1.0,1.0,0.0,1,0.4529
video041,13,person,1.5,6.0,4.5,19,0.6985
video041,14,person,1.5,6.0,4.5,19,0.4611
video041,15,person,1.5,24.75,23.25,37,0.6163
video041,16,person,1.5,22.25,20.75,41,0.5515
video041,17,person,1.5,19.0,17.5,26,0.4477
video041,18,person,1.5,6.0,4.5,19,0.4515
video041,23,person,1.75,2.25,0.5,3,0.356
video041,48,person,3.25,6.0,2.75,12,0.3312
video041,59,person,4.5,6.0,1.5,7,0.5218
video041,97,person,8.75,10.0,1.25,2,0.5456
video041,101,person,9.25,9.25,0.0,1,0.814
video041,114,person,10.25,14.25,4.0,4,0.5244
video041,135,person,11.25,11.75,0.5,3,0.5388
video041,150,person,12.25,13.0,0.75,4,0.5475
video041,154,person,12.5,13.75,1.25,5,0.4318
video041,155,person,12.5,21.75,9.25,16,0.5187
video041,235,person,17.5,20.5,3.0,3,0.5877
video041,268,person,19.5,24.75,5.25,17,0.6702
video041,269,person,19.5,23.75,4.25,17,0.6061
video041,276,person,19.75,24.75,5.0,8,0.6606
video041,279,person,19.75,23.75,4.0,11,0.6416
video041,281,person,20.0,21.5,1.5,6,0.6077
video041,282,person,20.0,20.75,0.75,3,0.7359
video041,315,cell phone,22.0,23.75,1.75,3,0.5987
video041,328,person,22.75,23.25,0.5,2,0.4933
video041,340,person,23.0,24.75,1.75,8,0.6831
video041,351,person,23.5,23.75,0.25,2,0.757
video041,370,person,24.25,24.75,0.5,3,0.7318
video041,371,person,24.25,24.75,0.5,3,0.4357
video041,372,person,24.25,24.5,0.25,2,0.3643
video041,373,person,24.25,24.75,0.5,3,0.4844
video042,1,person,0.0,0.75,0.75,4,0.8443
video042,2,umbrella,0.75,0.75,0.0,1,0.4705
video042,3,person,1.25,11.5,10.25,25,0.8759
video042,4,person,1.25,13.5,12.25,32,0.792
video042,6,person,2.5,10.5,8.0,33,0.8961
video042,16,boat,8.75,10.25,1.5,7,0.4951
video042,20,person,11.25,11.25,0.0,1,0.8041
video042,23,person,12.0,13.5,1.5,7,0.8151
video042,27,person,14.25,21.25,7.0,29,0.8779
video042,28,person,14.25,18.5,4.25,18,0.8606
video042,29,donut,19.0,20.0,1.0,2,0.5955
video042,30,umbrella,19.75,27.0,7.25,11,0.463
video042,37,person,21.25,21.5,0.25,2,0.6573
video042,39,person,21.25,29.75,8.5,35,0.8452
video042,53,donut,24.5,26.75,2.25,8,0.5001
video043,1,person,0.0,17.75,17.75,72,0.8714
video043,2,person,0.0,14.0,14.0,57,0.8671
video043,3,frisbee,0.0,0.0,0.0,1,0.2839
video043,23,baseball glove,2.0,6.0,4.0,2,0.583
video043,33,baseball glove,4.75,4.75,0.0,1,0.4828
video043,46,person,7.25,8.75,1.5,7,0.6888
video043,52,bench,8.0,8.75,0.75,4,0.3821
video043,58,tennis racket,9.25,9.25,0.0,1,0.5334
video043,68,person,10.5,14.0,3.5,15,0.8731
video043,70,tennis racket,14.5,15.25,0.75,2,0.5817
video043,73,tennis racket,14.75,15.25,0.5,3,0.4435
video043,78,bench,15.5,17.75,2.25,10,0.5039
video044,1,person,0.0,6.0,6.0,12,0.823
video044,2,person,0.0,0.5,0.5,3,0.7134
video044,3,person,0.0,13.0,13.0,19,0.7521
video044,4,bus,0.0,0.5,0.5,3,0.4288
video044,5,tv,0.0,20.75,20.75,24,0.676
video044,20,person,6.5,7.5,1.0,5,0.6229
video044,29,person,8.25,19.25,11.0,7,0.6589
video044,34,person,8.75,25.0,16.25,31,0.707
video044,43,teddy bear,11.75,12.0,0.25,2,0.3429
video044,45,teddy bear,11.75,12.0,0.25,2,0.3981
video044,48,person,12.5,22.5,10.0,25,0.5616
video044,49,person,12.5,14.75,2.25,6,0.5571
video044,51,person,12.5,12.75,0.25,2,0.574
video044,80,person,15.25,15.25,0.0,1,0.363
video044,103,person,21.25,22.0,0.75,4,0.3666
video044,113,donut,24.5,25.0,0.5,3,0.5777
video044,114,car,25.5,29.0,3.5,15,0.909
video044,115,person,25.5,26.0,0.5,3,0.5603
video044,132,car,30.75,31.0,0.25,2,0.5394
video045,1,car,0.5,26.0,25.5,58,0.6737
video045,9,person,1.25,10.0,8.75,18,0.6216
video045,24,person,2.5,9.5,7.0,9,0.6593
video045,28,person,3.0,10.25,7.25,6,0.6587
video045,36,person,3.5,6.0,2.5,3,0.6313
video045,77,person,6.0,9.5,3.5,7,0.6386
video045,105,person,7.25,9.25,2.0,8,0.6987
video045,121,person,8.0,8.25,0.25,2,0.428
video045,123,person,8.25,28.25,20.0,10,0.7321
video045,129,person,8.75,9.25,0.5,3,0.5535
video045,131,person,9.0,9.0,0.0,1,0.4165
video045,135,person,9.0,25.0,16.0,8,0.4734
video045,141,person,10.0,10.25,0.25,2,0.4264
video045,143,person,10.25,10.25,0.0,1,0.574
video045,147,orange,11.25,11.25,0.0,1,0.3739
video045,151,person,12.0,13.0,1.0,5,0.4934
video045,169,person,14.0,25.25,11.25,9,0.7753
video045,170,person,14.0,14.5,0.5,2,0.6663
video045,179,person,14.25,14.5,0.25,2,0.6912
video045,191,person,15.0,15.0,0.0,1,0.5791
video045,192,person,15.25,15.25,0.0,1,0.486
video045,197,person,15.5,15.5,0.0,1,0.4709
video045,199,car,15.5,17.25,1.75,3,0.591
video045,227,person,18.5,31.75,13.25,20,0.6903
video045,232,person,18.75,24.75,6.0,6,0.7255
video045,233,car,18.75,18.75,0.0,1,0.5541
video045,242,person,19.25,31.75,12.5,24,0.6753
video045,252,person,20.25,21.25,1.0,3,0.5087
video045,253,person,20.25,20.25,0.0,1,0.4932
video045,261,car,20.75,24.0,3.25,12,0.6179
video045,264,person,21.0,23.0,2.0,6,0.4678
video045,282,person,22.25,22.25,0.0,1,0.515
video045,292,person,22.75,23.25,0.5,3,0.4403
video045,327,person,24.5,25.25,0.75,3,0.5661
video045,334,person,24.5,25.0,0.5,2,0.4814
video045,369,person,26.75,30.5,3.75,7,0.5738
video045,370,car,27.0,31.75,4.75,20,0.7037
video045,387,person,27.5,31.75,4.25,15,0.5999
video045,389,car,27.75,28.25,0.5,3,0.6226
video045,390,person,27.75,28.0,0.25,2,0.5501
video045,402,person,29.0,31.75,2.75,6,0.5729
video045,414,car,29.75,30.0,0.25,2,0.5838
video045,425,person,30.5,30.75,0.25,2,0.5837
video046,1,cell phone,0.0,8.5,8.5,32,0.7737
video046,2,person,0.0,0.0,0.0,1,0.2547
video046,5,laptop,1.0,1.5,0.5,3,0.6401
video046,12,person,2.5,8.0,5.5,9,0.4673
video046,21,person,4.0,33.75,29.75,69,0.7176
video046,27,laptop,6.5,7.75,1.25,6,0.5713
video046,28,mouse,6.75,14.0,7.25,13,0.3934
video046,34,keyboard,7.75,8.0,0.25,2,0.3808
video046,39,cell phone,9.75,10.0,0.25,2,0.3614
video046,41,keyboard,10.25,10.25,0.0,1,0.4466
video046,43,keyboard,13.0,20.25,7.25,7,0.5672
video046,47,keyboard,13.75,16.5,2.75,12,0.7525
video046,55,mouse,14.5,17.0,2.5,7,0.5889
video046,57,tv,14.75,17.0,2.25,9,0.5858
video046,58,tv,14.75,16.75,2.0,5,0.6111
video046,59,person,14.75,15.25,0.5,3,0.5225
video046,60,laptop,15.0,15.25,0.25,2,0.4549
video046,61,tv,15.25,15.75,0.5,3,0.4161
video046,79,laptop,21.0,26.75,5.75,19,0.6836
video046,80,keyboard,21.0,22.5,1.5,5,0.531
video046,86,tv,22.75,29.75,7.0,29,0.8187
video046,87,keyboard,22.75,22.75,0.0,1,0.4195
video046,88,keyboard,22.75,23.0,0.25,2,0.6375
video046,96,keyboard,25.75,26.25,0.5,3,0.5931
video046,102,tv,26.5,27.0,0.5,3,0.5405
video046,108,tv,29.5,33.75,4.25,18,0.7544
video046,111,keyboard,30.5,30.5,0.0,1,0.3701
video046,118,keyboard,33.0,33.75,0.75,4,0.7702
video046,121,keyboard,33.75,33.75,0.0,1,0.3576
video047,1,person,0.0,3.0,3.0,13,0.6973
video047,2,dining table,0.0,2.5,2.5,11,0.5054
video047,3,dining table,0.0,0.5,0.5,3,0.4694
video047,4,book,0.0,1.5,1.5,5,0.3891
video047,5,mouse,0.0,1.0,1.0,5,0.411
video047,14,person,3.0,34.0,31.0,125,0.8608
video047,15,chair,3.25,3.5,0.25,2,0.5506
video047,25,cell phone,4.75,7.75,3.0,9,0.4648
video047,31,chair,7.0,10.75,3.75,6,0.3137
video047,34,cell phone,8.75,16.75,8.0,30,0.3631
video047,36,person,17.25,24.75,7.5,30,0.4115
video047,37,cell phone,19.75,21.25,1.5,4,0.3314
video047,44,remote,22.0,22.75,0.75,4,0.3066
video048,1,person,0.0,4.0,4.0,17,0.7747
video048,2,person,0.0,39.0,39.0,157,0.8734
video048,3,person,0.0,7.5,7.5,29,0.7696
video048,4,person,0.0,11.0,11.0,35,0.7831
video048,5,person,0.0,16.0,16.0,51,0.7022
video048,6,person,0.0,5.25,5.25,8,0.737
video048,7,person,0.0,3.75,3.75,5,0.5599
video048,8,person,0.0,6.5,6.5,12,0.5503
video048,9,person,0.0,3.5,3.5,4,0.3491
video048,10,person,0.0,0.0,0.0,1,0.3395
video048,11,person,0.0,0.75,0.75,3,0.4034
video048,12,person,0.0,7.75,7.75,7,0.6075
video048,17,chair,1.0,2.0,1.0,5,0.5913
video048,27,person,1.5,4.0,2.5,2,0.5524
video048,41,person,2.5,11.0,8.5,21,0.737
video048,49,person,3.0,40.75,37.75,100,0.8003
video048,53,handbag,3.0,7.75,4.75,5,0.6099
video048,79,handbag,4.25,7.5,3.25,12,0.4133
video048,80,chair,4.5,5.25,0.75,3,0.3754
video048,93,laptop,5.5,6.5,1.0,5,0.5049
video048,97,person,6.0,7.0,1.0,5,0.6179
video048,100,chair,6.25,6.25,0.0,1,0.5602
video048,110,book,7.25,7.25,0.0,1,0.4348
video048,123,tie,8.5,9.25,0.75,4,0.5988
video048,124,tie,8.75,9.25,0.5,3,0.4446
video048,125,person,9.75,11.0,1.25,6,0.8481
video048,127,handbag,10.0,10.25,0.25,2,0.3544
video048,133,person,14.25,44.75,30.5,92,0.76
video048,134,tie,14.25,19.25,5.0,9,0.3692
video048,138,tie,16.5,19.0,2.5,3,0.334
video048,143,person,19.75,40.75,21.0,69,0.8197
video048,144,person,19.75,31.25,11.5,45,0.7775
video048,145,person,19.75,31.25,11.5,47,0.8213
video048,146,person,19.75,31.25,11.5,43,0.7035
video048,147,person,19.75,31.25,11.5,44,0.7817
video048,148,person,19.75,44.75,25.0,82,0.7964
video048,149,person,19.75,34.25,14.5,43,0.6031
video048,150,keyboard,19.75,31.25,11.5,47,0.4988
video048,151,chair,19.75,31.25,11.5,22,0.3831
video048,152,handbag,19.75,31.25,11.5,33,0.3185
video048,153,person,20.5,30.25,9.75,13,0.4214
video048,163,person,23.0,23.75,0.75,4,0.5727
video048,165,person,24.25,44.75,20.5,50,0.7337
video048,166,person,24.25,31.25,7.0,26,0.5446
video048,183,person,26.75,28.0,1.25,6,0.6996
video048,188,person,27.0,34.25,7.25,13,0.7809
video048,195,person,29.0,29.0,0.0,1,0.4547
video048,201,laptop,30.0,31.25,1.25,4,0.323
video048,208,person,31.0,31.25,0.25,2,0.4006
video048,215,cake,33.25,34.0,0.75,4,0.3237
video048,217,person,37.5,39.0,1.5,7,0.5673
video049,1,person,0.0,1.0,1.0,5,0.8609
video049,6,person,1.5,5.0,3.5,15,0.8442
video049,7,person,1.5,1.5,0.0,1,0.6905
video049,20,person,4.0,6.75,2.75,12,0.6762
video049,24,person,5.0,6.75,1.75,4,0.4508
video049,26,person,5.5,23.0,17.5,40,0.7756
video049,31,person,6.5,6.75,0.25,2,0.4771
video049,33,person,8.0,29.5,21.5,45,0.8811
video049,37,bowl,15.75,16.25,0.5,3,0.4827
video049,48,person,19.0,25.25,6.25,14,0.8829
video049,52,person,23.5,24.0,0.5,3,0.6364
video049,54,sports ball,29.0,30.0,1.0,3,0.6443
video049,62,person,30.25,32.0,1.75,2,0.6644
video049,66,person,30.5,32.25,1.75,2,0.7406
video049,73,person,30.75,31.0,0.25,2,0.6797
video049,76,person,31.0,32.75,1.75,2,0.7476
video049,81,person,31.5,31.75,0.25,2,0.7686
video049,114,person,33.75,34.75,1.0,5,0.8513
video049,115,bowl,33.75,33.75,0.0,1,0.4734
video050,1,car,0.0,2.75,2.75,4,0.6256
video050,2,person,0.0,14.75,14.75,47,0.765
video050,3,car,0.0,0.0,0.0,1,0.386
video050,4,person,0.0,0.0,0.0,1,0.353
video050,5,person,0.0,0.0,0.0,1,0.2975
video050,6,person,0.0,10.5,10.5,23,0.6463
video050,7,person,0.0,0.0,0.0,1,0.2825
video050,20,person,1.5,2.75,1.25,6,0.8071
video050,22,car,1.5,9.5,8.0,11,0.6085
video050,23,suitcase,1.5,1.75,0.25,2,0.7148
video050,25,person,1.75,11.75,10.0,24,0.6845
video050,27,person,1.75,5.25,3.5,13,0.6136
video050,32,person,2.0,15.5,13.5,25,0.6904
video050,39,person,2.25,4.0,1.75,4,0.5654
video050,40,person,2.25,14.25,12.0,42,0.7114
video050,45,person,2.5,9.25,6.75,20,0.6004
video050,53,person,3.0,4.5,1.5,7,0.6299
video050,64,person,3.5,13.5,10.0,10,0.7217
video050,65,person,3.5,5.25,1.75,2,0.5588
video050,85,bus,4.25,4.25,0.0,1,0.5228
video050,97,backpack,5.0,10.75,5.75,14,0.6402
video050,135,person,6.25,10.0,3.75,14,0.6676
video050,137,person,6.25,7.75,1.5,3,0.6448
video050,138,person,6.25,7.25,1.0,5,0.5538
video050,151,backpack,6.5,15.75,9.25,11,0.7953
video050,155,person,6.5,13.75,7.25,16,0.6238
video050,160,person,6.75,9.5,2.75,9,0.6625
video050,180,person,7.5,13.25,5.75,18,0.629
video050,194,person,8.0,8.25,0.25,2,0.8341
